,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L1908_3,4.5401976e-09,1.252527e-06,1.5083642e-06,6.4613414e-07,3.719906e-07,7.41391e-07,6.2418985e-07,6.0391903e-07,2.4028122e-07,1.8447827e-06,1.5337791e-06,7.3689444e-07,6.5251515e-07,9.2336995e-07,8.1199687e-07,1.0226067e-06,9.383439e-07,3.8425787e-07,5.06232e-07,1.1778757e-06,1.4297257e-08,1.0901058e-06,1.7947605e-06
L194_1,0.00013404421,,,,,,,,,,,,,,,,,,,,,,
L1943_1,3.2469106e-06,7.1595423e-09,3.8223516e-07,3.7856807e-07,6.366463e-08,3.8399594e-07,6.164191e-08,2.7729984e-05,6.869959e-08,1.7601997e-07,1.2705277e-07,4.1909516e-09,1.3349927e-07,9.255018e-09,7.858034e-09,3.426976e-08,8.268398e-08,2.5388726e-07,9.172072e-08,1.960143e-08,1.5519618e-07,6.00412e-08,2.1973392e-09
L1943_2,2.5828194e-06,5.7043508e-09,3.0406227e-07,3.0112278e-07,5.0626113e-08,3.054447e-07,4.9025402e-08,,,,,,,,,,,,,,,,
L1943_3,1.9556173e-06,4.321919e-09,2.3022585e-07,2.2799941e-07,3.8329745e-08,2.3125904e-07,3.7107384e-08,9.942305e-07,5.12955e-08,1.3138924e-07,9.484938e-08,3.1286618e-09,9.9651515e-08,6.897608e-09,5.84987e-09,2.5567715e-08,6.1743776e-08,1.8955325e-07,6.848131e-08,1.4639227e-08,1.158769e-07,4.4805347e-08,1.6589183e-09
L1943_4,1.3100143e-06,2.8958311e-09,1.5421392e-07,1.527369e-07,2.5676854e-08,1.5491969e-07,2.4869223e-08,6.660048e-07,3.4357072e-08,8.8024535e-08,6.354094e-08,2.0809239e-09,6.675691e-08,4.620233e-09,3.936293e-09,1.7142156e-08,4.1356543e-08,1.2697274e-07,4.586036e-08,9.800715e-09,7.759809e-08,3.0027877e-08,1.0986696e-09
L1943_5,6.093542e-07,1.3387762e-09,7.1733666e-08,7.1049726e-08,1.19398464e-08,7.2061084e-08,1.1568773e-08,3.0979572e-07,1.5978003e-08,4.0934538e-08,2.9562216e-08,9.677024e-10,3.1053787e-08,2.1536835e-09,1.8335413e-09,7.9744495e-09,1.9237632e-08,5.9058948e-08,2.1333108e-08,4.5620254e-09,3.61033e-08,1.3969839e-08,5.0931703e-10
L1945_1,3.2941753e-06,7.232302e-09,3.4489494e-07,3.444875e-07,6.137998e-08,3.4256664e-07,4.438334e-08,1.5405531e-06,7.7547156e-08,2.2121822e-07,1.576991e-07,6.693881e-10,1.520093e-07,1.5905243e-08,9.895302e-09,4.308822e-08,1.2225064e-07,2.9645162e-07,1.1523662e-07,6.222399e-08,1.6958802e-07,7.4724085e-08,7.377821e-09
L1945_2,1.680979e-06,3.6961865e-09,1.7597631e-07,1.7580169e-07,3.131572e-08,1.7481216e-07,2.2671884e-08,7.8615267e-07,3.958121e-08,1.12879206e-07,8.047209e-08,3.6379788e-10,7.759081e-08,8.105417e-09,5.0349627e-09,2.2002496e-08,6.236951e-08,1.5128171e-07,5.881884e-08,3.1737727e-08,8.654024e-08,3.814057e-08,3.768946e-09
L1948_1,0.0006349683,0.0005458612,0.0008700341,0.00072397664,0.00017088652,0.0006114654,0.00035736896,0.00059075654,0.0005563963,0.0011143852,0.00021393225,5.2444637e-05,7.6942146e-05,0.00076681934,3.5069883e-05,0.00076106936,0.0004690457,0.00055748597,0.0011515208,1.8989667e-05,0.00014410168,0.00043052435,0.0011463296
L1969_1,3.1278323e-06,1.4365214e-06,1.6025297e-06,1.9822619e-07,2.2104359e-07,3.5432458e-07,3.5981066e-07,7.375347e-07,3.908208e-07,9.230862e-07,9.359501e-07,8.120405e-07,2.53116e-07,9.051291e-09,2.778106e-07,7.8309677e-07,3.046007e-07,4.8414222e-08,2.9924558e-07,1.9156141e-07,2.9584044e-08,6.6343637e-07,4.1877502e-07
L1969_2,1.6349368e-06,7.510971e-07,8.3772466e-07,1.0362419e-07,1.15309376e-07,1.8528954e-07,1.8815626e-07,3.85975e-07,2.0411971e-07,4.8261427e-07,4.8942456e-07,4.2456668e-07,1.3243698e-07,4.452886e-09,1.4546094e-07,4.0935993e-07,1.592125e-07,2.530578e-08,1.564913e-07,1.0020449e-07,1.549779e-08,3.4709228e-07,2.1913729e-07
L1974_3,0.0004726313,0.003990613,0.00592687,0.0018912181,0.002580583,0.0032488257,0.0032758117,0.00034697354,0.0011939779,0.006618835,0.004322253,0.0017069057,0.0015790686,0.0054705665,0.002750948,0.004731439,0.0038674325,0.001623854,0.004847795,0.0033600181,8.5778534e-05,0.003987193,0.007426046
L1974_4,0.00047290698,0.003989041,0.0059246793,0.0018900037,0.0025795624,0.0032473877,0.003274478,0.00034688413,0.0011932626,0.0066153705,0.004319437,0.001705356,0.0015782639,0.0054688156,0.0027498305,0.0047291815,0.0038663894,0.0016232356,0.004846059,0.003358461,8.5800886e-05,,
L20_1,5.2664545e-06,1.3929675e-06,1.211476e-06,3.817404e-07,8.9975947e-07,6.2993786e-07,1.4637772e-07,1.5094265e-06,2.5755435e-07,3.7881546e-07,1.6065314e-08,2.2239692e-07,8.614734e-09,7.574272e-08,2.409215e-07,8.221832e-08,4.7701178e-08,3.8198777e-08,3.0201045e-07,1.6670674e-07,3.9872248e-09,2.9084913e-07,5.823822e-07
L2035_1,7.4545387e-06,1.647888e-06,1.9583895e-06,1.5340265e-06,1.5903643e-06,7.4735e-07,1.5024852e-07,1.5110927e-06,2.9090006e-07,5.1732786e-07,1.4499528e-07,3.143432e-07,1.4005491e-07,6.953633e-08,2.4084875e-07,1.05268555e-07,5.934271e-08,3.7820428e-08,3.6145502e-07,2.2558379e-07,4.0236046e-09,3.5988342e-07,5.972179e-07
L2035_2,1.2617682e-05,3.100693e-06,3.2628886e-06,1.7628336e-06,2.5549234e-06,1.4195393e-06,3.0871888e-07,3.069974e-06,5.449838e-07,1.0014483e-06,2.8844806e-07,6.332266e-07,2.7181522e-07,1.4805119e-07,4.940084e-07,1.9115396e-07,1.2139208e-07,7.78964e-08,6.7635847e-07,3.9742736e-07,8.1490725e-09,6.729242e-07,1.2248784e-06
L2038_2,0.00022945635,8.9373556e-05,7.808441e-05,5.7318015e-05,5.550799e-06,1.9153813e-06,7.1764225e-07,,,,,,,,,,,,,,,,
L208_1,3.2339012e-05,2.0972599e-05,8.447008e-06,2.7448114e-06,1.2908131e-06,1.1360098e-06,1.1641532e-07,1.9254076e-05,2.182176e-06,2.7617207e-06,3.8142025e-06,1.3442477e-06,6.852788e-07,1.3900572e-06,4.2354804e-07,1.3990211e-07,1.2427336e-07,7.248772e-05,2.81143e-07,1.3998942e-07,5.151378e-09,2.4528708e-07,8.899078e-07
L2086_1,3.758259e-05,7.620361e-05,8.232822e-05,0.0001358355,6.077392e-05,3.5525998e-05,3.0123396e-05,7.5867865e-05,2.027792e-05,3.9543025e-05,1.0595424e-05,2.12444e-05,2.3098895e-05,6.134692e-05,1.3976824e-06,6.434717e-05,2.5904272e-05,0.00012060464,0.00013214466,5.8349455e-05,9.268988e-07,2.9913615e-05,1.2202421e-05
L2086_2,4.2222906e-05,7.628137e-05,7.705577e-05,0.00013788161,6.430806e-05,3.4350436e-05,2.8390903e-05,7.551699e-05,1.915847e-05,3.4031924e-05,1.5878119e-05,2.420717e-05,2.519344e-05,6.7528104e-05,3.17581e-07,7.459987e-05,2.32202e-05,0.00010966882,0.00015093177,5.700742e-05,5.6950375e-07,2.973061e-05,1.4144694e-05
L2086_3,4.811911e-05,7.655844e-05,7.067411e-05,0.0001402311,6.836094e-05,3.2962766e-05,2.7614413e-05,7.4406154e-05,1.7656945e-05,2.8747134e-05,2.1232292e-05,2.7786708e-05,2.7372036e-05,7.4694864e-05,2.183253e-06,8.694013e-05,1.8221559e-05,8.984865e-05,0.00016849418,5.5194367e-05,9.0082176e-07,2.9445393e-05,1.4808029e-05
L2094_1,0.00018641143,0.00018775347,0.00050456263,0.00019131321,0.00019493047,0.00019225292,0.00020168955,2.733199e-05,5.245162e-05,0.0004225066,0.00037436467,0.00011192588,0.000109093264,0.00037492812,0.00024378998,0.0003076056,0.00023562321,0.00011469936,0.0003063185,0.00022541871,3.995374e-06,0.00027908338,0.0005058381
L2095_1,0.0017469674,3.695488e-06,0.00032934546,0.0002887994,4.813075e-06,0.00037789345,0.00018818676,6.6921115e-05,6.361306e-05,0.00011570752,5.9843063e-05,7.0914626e-05,0.00010614097,5.8606267e-05,5.558133e-06,2.2098422e-05,0.00028122962,0.00011096895,6.0603023e-05,0.0004747361,0.00021082163,3.0428171e-05,0.00012287498
L2173_1,8.6658e-06,3.522473e-06,1.7128114e-06,2.3948887e-06,1.4603989e-05,1.2243792e-05,1.826018e-06,1.2439632e-06,1.607641e-06,3.02865e-06,7.1911563e-07,7.941635e-07,1.1511365e-06,1.5010264e-06,1.1784141e-07,5.0409653e-07,1.203698e-07,8.4081694e-07,1.6319682e-06,2.9638686e-06,1.14265276e-07,8.1681355e-07,2.6339694e-07
L2200_2,7.153547e-06,3.801164e-06,0.00017649922,4.9862138e-08,3.6074198e-08,5.1542884e-08,5.207403e-08,1.4223042e-07,6.422488e-08,1.51922e-07,1.6282866e-07,1.4947727e-07,4.9061782e-08,1.4624675e-09,4.4157787e-08,1.5019032e-07,4.9934897e-08,1.474109e-08,5.835318e-08,1.8437277e-08,2.8812792e-09,1.2006058e-07,6.682967e-08
L2201_1,3.8480794e-05,1.245318e-05,5.3633878e-05,0.0001781882,0.00010614103,5.9931946e-05,3.1224918e-06,8.840242e-05,5.293812e-06,5.9215527e-06,5.766342e-07,4.29753e-06,7.1918475e-07,2.0833686e-06,5.622307e-06,4.8818067e-05,7.232884e-07,1.1936354e-06,6.1784813e-06,2.9523799e-06,1.0820804e-07,5.347829e-06,1.2477423e-05
L2201_2,3.666093e-05,1.1809985e-05,5.0922215e-05,0.00016945461,0.000101235986,5.7198864e-05,3.0002848e-06,8.474715e-05,5.08473e-06,5.69268e-06,5.516049e-07,4.1200838e-06,7.0096576e-07,2.0284206e-06,5.3824333e-06,4.6590983e-05,6.9261296e-07,1.153996e-06,5.9332233e-06,2.8341601e-06,1.048611e-07,5.11916e-06,1.1953118e-05
L2211_1,7.5643766e-07,1.7025741e-09,4.7094363e-07,7.6727883e-07,4.8647053e-08,2.3057073e-06,2.1116284e-07,9.253563e-07,1.1565862e-07,5.2474206e-08,4.278263e-08,2.7212081e-09,2.0994048e-07,2.2482709e-08,2.240995e-09,1.0288204e-08,2.2439053e-08,9.30886e-08,2.7212081e-08,1.7895945e-07,1.6449485e-07,2.5785994e-08,1.0972144e-07
L2211_2,3.797977e-07,8.6583896e-10,2.3646862e-07,3.8525468e-07,2.4410838e-08,1.1577431e-06,1.0603253e-07,4.646281e-07,5.808397e-08,2.6346243e-08,2.1485903e-08,1.3606041e-09,1.054068e-07,1.1299562e-08,1.1277734e-09,5.173206e-09,1.1270458e-08,4.6733476e-08,1.3656972e-08,8.987263e-08,8.2589395e-08,1.29584805e-08,5.5079e-08
L2215_1,6.369082e-07,1.4551915e-09,4.1077146e-07,4.2450847e-07,3.8009603e-08,4.869653e-07,3.2270327e-07,7.598428e-07,1.7054845e-08,4.25498e-08,3.463356e-08,8.556526e-09,6.5239146e-07,1.8218998e-08,1.8044375e-09,8.381903e-09,1.8218998e-08,7.514609e-08,2.188608e-08,1.4458783e-07,1.329463e-07,1.0360964e-08,2.6453636e-06
L2216_1,1.4390389e-07,3.4924597e-10,9.279756e-08,9.591167e-08,8.58563e-09,1.1004158e-07,7.291965e-08,1.7169805e-07,3.8562575e-09,9.604264e-09,7.8143785e-09,1.9499566e-09,1.474109e-07,4.10364e-09,4.0745363e-10,1.891749e-09,4.132744e-09,1.6967533e-08,4.947651e-09,3.26836e-08,3.00206e-08,2.3574103e-09,5.977199e-07
L2222_1,2.5218469e-08,6.548362e-11,1.625449e-08,1.679291e-08,1.4988473e-09,1.9274012e-08,1.2776582e-08,3.007881e-08,6.693881e-10,1.6734703e-09,1.375156e-09,3.4197e-10,2.5822374e-08,7.2759576e-10,6.548362e-11,3.3469405e-10,7.2759576e-10,2.9685907e-09,8.6583896e-10,5.7261786e-09,5.2532414e-09,4.1472958e-10,1.549779e-08
L2223_1,2.410452e-07,5.456968e-10,1.3334648e-07,1.2486998e-07,1.2543751e-08,1.4347461e-07,4.8908987e-08,2.1197775e-07,2.7765054e-08,1.6159902e-08,1.3184035e-08,3.1286618e-09,5.0604285e-08,6.541086e-09,6.9849193e-10,3.1723175e-09,6.9267116e-09,2.8696377e-08,8.381903e-09,5.518814e-08,5.0458766e-08,7.2905095e-09,2.4818291e-08
L2224_1,8.6566433e-07,1.9499566e-09,5.389593e-07,7.143972e-07,5.5486453e-08,7.927447e-07,2.3492612e-07,1.7088896e-06,1.2990495e-07,5.8935257e-08,4.802132e-08,3.0704541e-09,2.3571192e-07,2.5262125e-08,2.5029294e-09,1.1568773e-08,2.5189365e-08,1.0454096e-07,3.0559022e-08,2.009765e-07,1.8475112e-07,2.8958311e-08,1.2318196e-07
L2224_2,4.014364e-07,8.8766683e-10,2.4992187e-07,3.312889e-07,2.5735062e-08,3.6759593e-07,1.08921085e-07,7.9242454e-07,6.023765e-08,2.7328497e-08,2.2286258e-08,1.4188117e-09,1.0928488e-07,1.1721568e-08,1.1641532e-09,5.3696567e-09,1.1685188e-08,4.847243e-08,1.4180841e-08,9.320502e-08,8.568168e-08,1.340959e-08,5.7123543e-08
L2225_1,6.2069157e-06,1.1001248e-08,3.87989e-06,5.388062e-05,5.995389e-08,4.8443617e-05,9.4401184e-07,2.3106113e-05,2.9068906e-07,6.0827006e-07,5.007023e-07,1.7520506e-08,4.845788e-07,2.7078204e-07,2.3224857e-08,1.16066076e-07,2.910965e-07,1.1083321e-06,3.2567186e-07,2.147688e-06,1.959619e-06,1.686276e-07,5.9668673e-07
L2227_1,4.020403e-07,9.0221874e-10,2.503366e-07,5.1832467e-07,2.5946065e-08,4.3154432e-07,1.1004158e-07,4.4133776e-07,6.020855e-08,2.7313945e-08,2.2249878e-08,1.4260877e-09,1.09248504e-07,1.1707016e-08,1.1641532e-09,5.3623808e-09,1.1685188e-08,4.843605e-08,1.41662895e-08,9.313226e-08,8.561619e-08,1.3416866e-08,5.710899e-08
L2229_1,7.9553865e-07,1.7607817e-09,1.7902494e-07,1.7142156e-07,2.1944288e-08,1.8758146e-07,5.1157258e-08,4.7640788e-07,3.8307917e-08,5.340553e-08,4.2418833e-08,1.3053068e-08,7.1719114e-08,5.689799e-09,2.3355824e-09,1.0411895e-08,1.1292286e-08,9.512587e-08,2.7794158e-08,6.843766e-08,9.741052e-08,1.9659637e-08,2.082379e-08
L2230_1,1.8529594e-05,5.1455572e-08,5.5918936e-06,4.947651e-06,1.4109537e-07,6.3618645e-06,3.0421652e-06,5.5166893e-06,1.0863878e-06,1.6242266e-06,1.3506506e-06,0.00045778276,3.2754615e-06,1.8419698e-05,1.0081567e-07,4.004687e-07,9.818468e-07,3.849389e-06,1.1038501e-06,7.487368e-06,6.361166e-06,5.4668635e-07,2.4000183e-06
L2230_2,1.8756138e-05,5.2154064e-08,5.4656994e-06,4.829606e-06,1.2922101e-07,6.2256586e-06,2.995599e-06,5.717855e-06,1.0600779e-06,1.6393606e-06,1.3634562e-06,0.00045795436,3.2281969e-06,1.839595e-05,1.010485e-07,4.0326267e-07,9.883661e-07,3.877096e-06,1.1119992e-06,7.540686e-06,6.4098276e-06,5.5367127e-07,2.3767352e-06
L2230_3,1.8969411e-05,5.2619725e-08,5.3513795e-06,4.722737e-06,1.185108e-07,6.1034225e-06,2.9541552e-06,5.903421e-06,1.0363292e-06,1.6544946e-06,1.3750978e-06,0.00045826565,3.1865202e-06,1.838128e-05,1.0197982e-07,4.065223e-07,9.951182e-07,3.9036386e-06,1.1194497e-06,7.591909e-06,6.4570922e-06,5.6042336e-07,2.356479e-06
L2232_1,1.1905795e-06,2.7939677e-09,7.645576e-07,7.931376e-07,9.010546e-08,9.051291e-07,6.685732e-07,1.4178222e-06,1.6728882e-07,7.945346e-08,6.4552296e-08,1.5890691e-08,1.1815573e-06,3.387686e-08,3.259629e-09,1.5599653e-08,3.3993274e-08,1.4010584e-07,4.0978193e-08,2.696761e-07,2.4796464e-07,9.138603e-08,6.7363726e-07
L2233_1,7.1637623e-07,3.6437996e-07,4.1468593e-07,3.5521225e-08,2.2861059e-08,1.05123036e-07,1.063454e-07,1.7152342e-07,9.399082e-08,2.639863e-07,2.5937334e-07,2.0689913e-07,7.409835e-08,4.6406058e-08,9.431096e-08,2.2051972e-07,9.426731e-08,1.7316779e-09,1.1023076e-07,6.525079e-08,8.89122e-09,1.922599e-07,1.5544356e-07
L2246_1,1.3861427e-06,1.682929e-07,1.7520506e-07,5.3696567e-09,1.1424709e-07,1.6780541e-07,1.17077434e-07,9.255091e-07,1.0782969e-08,1.6185368e-07,4.1522435e-07,1.177541e-07,1.1143857e-07,7.7838195e-08,2.1819142e-07,7.927156e-08,2.0472362e-07,1.0488293e-07,2.5529152e-07,2.5005284e-07,4.942558e-08,2.435263e-07,3.8720464e-07
L2258_1,1.05075305e-05,,,,,,,,,,,,,,,,,,,,,,
L2287_1,6.606744e-06,1.4745703e-05,1.0345597e-05,2.2203894e-06,,,,,,,,,,,,,,,,,,,
L2298_1,2.2625245e-05,1.2417295e-06,1.2741366e-06,2.5883055e-06,1.3233614e-05,6.7588844e-06,0.00022603538,7.4068084e-06,3.5402772e-06,8.455885e-06,5.863578e-06,3.5928679e-06,5.5183773e-07,4.003261e-06,1.1583907e-06,4.2848696e-06,3.6816054e-06,2.1026062e-06,4.8863294e-06,5.947688e-06,1.5174737e-07,2.7733913e-06,6.700604e-06
L2313_1,3.0696392e-05,6.542541e-08,7.964205e-06,7.5912103e-06,9.3039125e-07,8.386327e-06,2.4130568e-06,5.8488688e-05,1.645647e-06,2.0007137e-06,3.500888e-05,6.209593e-07,3.0403025e-06,2.3916364e-06,9.2433766e-08,3.806781e-07,0.00033621024,3.1583477e-06,9.2270784e-07,3.0666124e-06,5.200738e-06,6.710179e-07,9.0594403e-07
L2313_2,2.9738294e-05,6.3562766e-08,7.715309e-06,7.353956e-06,9.0152025e-07,8.124858e-06,2.3378525e-06,5.9494283e-05,1.5930273e-06,1.9364525e-06,3.522425e-05,5.995389e-07,2.9415824e-06,2.313638e-06,8.940697e-08,3.6833808e-07,0.00033766334,3.0398369e-06,8.889474e-07,2.9520597e-06,5.005393e-06,6.458722e-07,8.721836e-07
L2314_1,2.4488429e-05,5.2154064e-08,6.352784e-06,6.0554594e-06,7.422641e-07,6.6892244e-06,1.924811e-06,,,,,,,,,,,,,,,,
L2314_2,2.4028122e-05,5.1455572e-08,6.233109e-06,5.941838e-06,7.285271e-07,6.5637287e-06,1.8887222e-06,2.6462832e-05,1.329463e-06,1.6151462e-06,,,,,,,,,,,,,
L2320_1,4.1802123e-06,8.876668e-09,1.0844087e-06,1.0336807e-06,1.2674718e-07,1.1418015e-06,3.2852404e-07,4.6035275e-06,2.3122993e-07,2.8099748e-07,1.1361262e-06,8.838833e-08,4.3353066e-07,3.4095137e-07,1.3242243e-08,5.4307748e-08,6.7279616e-06,5.181064e-07,1.5151454e-07,5.029724e-07,8.5294596e-07,1.1004158e-07,1.4860416e-07
L2365_1,2.9547373e-06,1.9514264e-06,2.3200992e-06,2.5698682e-08,2.5967893e-07,7.4133277e-07,7.4564014e-07,7.641647e-07,4.445319e-07,1.7517013e-06,1.6324193e-06,1.11392e-06,5.10292e-07,8.1321923e-07,7.666531e-07,1.4329562e-06,7.0886745e-07,1.1023076e-07,9.923242e-07,5.3917756e-07,6.2806066e-08,1.305234e-06,1.3952376e-06
L2365_2,5.968177e-06,3.94159e-06,4.6862406e-06,5.189213e-08,5.2448013e-07,1.497363e-06,1.506065e-06,1.5434634e-06,8.978823e-07,3.5381818e-06,3.2972603e-06,2.249959e-06,1.0307704e-06,1.6425038e-06,1.548382e-06,2.894376e-06,1.4317629e-06,2.225861e-07,2.0043517e-06,1.0890362e-06,1.268345e-07,2.6362832e-06,2.8180948e-06
L2390_1,0.00013832346,6.4344204e-07,5.995098e-07,4.293688e-07,2.0723382e-07,5.195907e-07,3.9154693e-06,4.265261e-05,2.6408961e-06,5.894428e-06,4.485555e-06,4.3803593e-06,1.6145932e-06,3.0422234e-07,5.368056e-07,5.0438393e-07,4.981266e-07,5.5873534e-07,6.054179e-07,6.7231304e-07,1.485023e-07,5.606562e-07,1.0625954e-06
L2390_2,0.00012299977,5.010661e-07,5.1083043e-07,3.8038706e-07,2.3109897e-07,6.2312756e-07,3.8300204e-06,,,,,,,,,,,,,,,,
L2400_1,3.9218052e-05,3.0691153e-06,2.8078794e-06,1.3233512e-06,1.641456e-07,2.4429173e-06,2.2328459e-06,2.0241656e-05,5.4202974e-07,2.8160866e-07,5.474023e-06,2.021552e-07,1.7056009e-06,1.007109e-06,2.1731248e-06,1.6199192e-07,1.641456e-08,2.0231819e-06,1.8343562e-06,1.8653809e-06,6.0594175e-07,3.567373e-06,4.4407207e-06
L2414_1,5.4351403e-08,2.3283064e-10,2.9166404e-07,3.0748197e-08,2.9170187e-06,7.864437e-07,1.4534671e-05,2.2177555e-06,2.5858753e-08,2.6411726e-08,2.0256266e-08,1.03609636e-07,4.334579e-06,4.5838533e-09,1.2223609e-09,5.2677933e-09,1.1641532e-09,3.448804e-08,1.3926183e-08,5.3056283e-08,5.9284503e-08,1.997978e-08,3.2779644e-06
L2414_2,2.552406e-08,1.09139364e-10,1.369408e-07,1.4420948e-08,1.3695753e-06,3.6922575e-07,6.8241134e-06,1.0412623e-06,1.2129021e-08,1.242006e-08,9.502401e-09,4.8647053e-08,2.0351072e-06,2.1536835e-09,5.7480065e-10,2.4592737e-09,5.6024874e-10,1.6189006e-08,6.541086e-09,2.4912879e-08,2.7837814e-08,9.385985e-09,1.5390106e-06
L2421_1,0.0026028948,1.0333024e-05,3.568828e-06,7.534679e-05,9.746291e-06,1.3977289e-05,8.355174e-05,0.001433475,4.1993335e-06,,,,,,,,,,,,,,
L2444_1,0.00011220382,,,,,,,,,,,,,,,,,,,,,,
L2450_1,1.969561e-05,5.820766e-08,4.1991007e-06,1.10853e-05,0.00050511607,0.00016491825,0.00080388493,0.00012697303,4.400499e-08,4.5169145e-08,3.4924597e-08,7.0468523e-06,0.00029359036,2.0954758e-09,0.0,2.561137e-09,0.0,1.44355e-08,5.820766e-09,2.2351742e-08,2.4680048e-08,8.1490725e-09,0.00024248497
L2450_2,2.0379666e-05,6.030314e-08,3.8088765e-06,1.1469703e-05,0.0005107671,0.0001658178,0.0010430675,0.000106128864,4.9732625e-07,5.085021e-07,3.897585e-07,6.236136e-06,0.00025650603,8.218922e-08,2.142042e-08,9.429641e-08,2.0721927e-08,6.1583705e-07,2.4819747e-07,9.476207e-07,1.0589138e-06,3.5692938e-07,0.00021414668
L2450_3,2.0410866e-05,6.07688e-08,3.8004946e-06,1.1486933e-05,0.0005111806,0.00016591302,0.0010509682,0.00010553375,5.1176175e-07,5.2317046e-07,4.0070154e-07,6.2130857e-06,0.00025547412,8.5216016e-08,2.188608e-08,9.709038e-08,2.142042e-08,6.3492917e-07,2.5588088e-07,9.769574e-07,1.0922085e-06,3.6740676e-07,0.00021336041
L2463_1,4.634494e-07,1.7462298e-09,4.9502123e-06,2.6379712e-07,2.665352e-05,8.119387e-06,0.000111699104,3.964943e-05,1.9057188e-07,1.9476283e-07,1.5064143e-07,2.1759188e-06,,,,,,,,,,,
L2463_2,4.125468e-08,1.4551915e-10,4.406029e-07,2.347224e-08,2.3723842e-06,7.227063e-07,9.942116e-06,3.5291305e-06,1.693843e-08,1.7345883e-08,1.3416866e-08,1.9367144e-07,8.45312e-06,3.1577656e-09,9.0221874e-10,3.594323e-09,8.8766683e-10,2.408342e-08,9.749783e-09,3.693276e-08,4.125468e-08,1.3969839e-08,5.8346923e-06
L2465_1,4.247704e-08,1.6007107e-10,4.5449997e-07,2.4185283e-08,2.4449546e-06,7.450144e-07,1.02419e-05,3.822992e-06,1.7491402e-08,1.7869752e-08,1.3867975e-08,2.1210872e-07,8.041592e-06,3.2159733e-09,9.313226e-10,3.6816346e-09,8.8766683e-10,2.4636392e-08,9.982614e-09,3.7805876e-08,4.2273314e-08,1.4304533e-08,6.3882326e-06
L2465_2,2.0445441e-08,8.0035534e-11,2.1862797e-07,1.162698e-08,1.1761731e-06,3.5839184e-07,4.9269074e-06,1.8390783e-06,8.411007e-09,8.614734e-09,6.657501e-09,1.02030754e-07,3.8684593e-06,1.549779e-09,4.4383341e-10,1.7680577e-09,4.2200554e-10,1.1837983e-08,4.78758e-09,1.8182618e-08,2.0336302e-08,6.883056e-09,3.0730735e-06
L2469_1,3.790774e-09,1.2732926e-11,4.0143277e-08,2.1391315e-09,2.1357482e-07,6.7126166e-08,9.1745096e-07,8.90519e-07,1.6916601e-09,1.6934791e-09,1.5825208e-09,2.1846427e-07,7.6337165e-07,2.928573e-10,6.730261e-11,4.820322e-10,1.6370905e-11,2.4392648e-09,1.1150405e-09,3.5197445e-09,3.8689905e-09,1.4752004e-09,6.265218e-05
L2469_2,1.7615093e-08,6.548362e-11,1.8868741e-07,1.0018994e-08,1.0128642e-06,3.0820956e-07,4.2046668e-06,2.2355962e-06,7.3196134e-09,7.48696e-09,5.7261786e-09,1.4116813e-07,3.352914e-06,1.3606041e-09,3.5652192e-10,1.5643309e-09,3.6379788e-10,1.0179065e-08,4.096364e-09,1.5672413e-08,1.7469574e-08,5.8935257e-09,4.899571e-05
L2478_1,2.2299355e-07,5.2386895e-10,1.432054e-07,1.485605e-07,1.6894774e-08,1.6957347e-07,1.2524833e-07,2.6557245e-07,3.131572e-08,1.4901161e-08,1.20926416e-08,2.9685907e-09,2.2130553e-07,6.373739e-09,6.1118044e-10,2.9394869e-09,6.373739e-09,2.6237103e-08,7.654307e-09,5.0509698e-08,4.6449713e-08,1.70985e-08,1.2617966e-07
L2479_1,1.9393337e-07,4.3655746e-10,1.2454984e-07,1.291919e-07,1.4697434e-08,1.4745456e-07,1.0889198e-07,2.309389e-07,2.7226633e-08,1.2936653e-08,1.0521035e-08,2.6047928e-09,1.9244908e-07,5.529728e-09,5.3842086e-10,2.5465852e-09,5.529728e-09,2.2817403e-08,6.664777e-09,4.3932232e-08,4.0396117e-08,1.4872057e-08,1.0973599e-07
L2479_2,8.8868546e-08,2.0372681e-10,5.707261e-08,5.9211743e-08,6.7448127e-09,6.758637e-08,4.9920345e-08,1.05843355e-07,1.2485543e-08,5.9299055e-09,4.82396e-09,1.1859811e-09,8.819916e-08,2.5538611e-09,2.401066e-10,1.1714292e-09,2.5247573e-09,1.0470103e-08,3.0631782e-09,2.0147127e-08,1.850276e-08,6.8175723e-09,5.0284143e-08
L2480_1,4.6069035e-06,1.0302756e-08,2.8678915e-06,4.6719797e-06,2.96277e-07,1.8958119e-05,1.3023382e-06,0.00014480372,5.4051634e-07,2.4517067e-07,1.9994332e-07,1.268927e-08,9.809737e-07,1.0500662e-07,1.0477379e-08,4.8079528e-08,1.04832e-07,4.3498585e-07,1.2712553e-07,8.3621126e-07,7.6857395e-07,1.2054807e-07,5.126931e-07
L2480_2,3.3802353e-06,7.566996e-09,2.1042651e-06,3.4279656e-06,2.173474e-07,1.3910118e-05,9.555952e-07,0.00014638284,3.5043922e-07,1.5890691e-07,1.2962846e-07,8.236384e-09,6.359478e-07,6.807386e-08,6.8394e-09,3.1170202e-08,6.798655e-08,2.81987e-07,8.245115e-08,5.4214615e-07,4.982867e-07,7.8143785e-08,3.3233664e-07
