,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L2650_1,1.5701225e-06,1.4301622e-07,1.2698874e-06,7.241033e-08,2.8928916e-06,4.2305328e-07,1.6301929e-06,2.295652e-06,1.9717845e-07,2.3486791e-07,7.089984e-07,4.694739e-07,7.6484866e-07,1.0596705e-07,2.9510993e-06,1.8183782e-06,2.4411129e-06,9.912765e-07,1.999404e-06,1.14465365e-07,2.3706525e-06,1.1167431e-06,1.6994891e-06,1.0380172e-06,4.8903166e-07,1.9303407e-06,1.0266958e-06,3.828318e-07,3.1947566e-06,2.3347093e-06,7.201452e-07,1.6891281e-06,3.1790405e-06,1.4344987e-06,1.2229721e-06,2.0607258e-06,1.5520782e-06,8.662755e-07,2.6224297e-06,2.0544394e-06,1.2129312e-06,6.9467933e-07,1.1101074e-06,1.5060359e-06,5.616748e-07,2.4729525e-07,2.081797e-07
L2657_1,1.2805394e-06,2.9990042e-07,8.522038e-07,9.1298716e-08,2.1713495e-06,4.69503e-07,9.431096e-07,1.4231482e-06,1.0913936e-08,3.9265433e-07,1.884764e-07,8.4837666e-08,5.443144e-07,5.0335075e-08,2.2938475e-06,1.4062243e-06,1.4627003e-06,9.525247e-07,1.3029057e-06,2.6193447e-08,1.6087433e-06,1.3584067e-06,9.878277e-07,4.6250352e-07,4.7750655e-07,1.4591642e-06,5.901529e-07,5.7205034e-07,2.2543682e-06,1.5394471e-06,3.4268305e-07,1.0666263e-06,2.0526786e-06,9.898504e-07,9.1662514e-07,1.4472753e-06,1.0420918e-06,4.777248e-07,1.811437e-06,1.3485987e-06,8.4708154e-07,6.4930646e-08,5.369511e-07,8.500647e-07,4.6748028e-07,1.560984e-07,1.7699494e-07
L2662_1,2.8189097e-06,8.294519e-07,1.4083926e-06,3.3893593e-07,4.0155064e-06,1.2974197e-06,1.4253019e-06,2.6853595e-06,4.5060006e-08,1.1967059e-06,2.1156302e-07,5.512047e-07,8.5476495e-07,3.0521915e-07,4.399655e-06,2.744484e-06,2.0372245e-06,2.4336769e-06,1.6669364e-06,3.0308001e-07,2.5568443e-06,4.789814e-06,1.3957251e-06,7.646304e-08,1.2057426e-06,3.2647295e-06,7.4854324e-07,1.7229249e-06,4.0620434e-06,2.7107162e-06,5.055699e-07,1.9782456e-06,3.4808254e-06,1.997505e-06,2.152039e-06,3.308589e-06,2.0370426e-06,6.449991e-07,3.235662e-06,1.5878541e-06,2.0118096e-06,1.1749726e-06,2.0529842e-07,6.8495865e-08,1.3345343e-06,2.6642374e-07,2.350207e-07
L2662_2,2.149809e-06,8.674433e-07,5.188849e-07,2.414672e-07,2.6784219e-06,1.1510965e-06,1.7782804e-07,9.596188e-07,3.7269274e-07,1.2367855e-06,9.477226e-07,9.774158e-07,7.979834e-07,1.5136175e-07,2.702498e-06,1.6773192e-06,2.5618283e-07,2.0418229e-06,3.1742456e-07,6.053051e-07,1.0666627e-06,4.451431e-06,2.4327892e-07,7.6268043e-07,1.0547446e-06,2.0933294e-06,4.885078e-08,1.6419363e-06,1.9865329e-06,1.1297889e-06,4.3655746e-08,8.115094e-07,1.3022291e-06,1.0475123e-06,1.3844838e-06,1.9599684e-06,1.0159783e-06,3.282912e-08,1.5560072e-06,2.0118023e-08,1.3963581e-06,1.8464125e-06,1.0741278e-06,1.0483345e-06,1.043918e-06,1.05683284e-07,1.2594683e-07
L2665_1,4.640955e-06,1.2709206e-06,2.533663e-06,2.753368e-07,7.5155403e-06,2.1013839e-06,2.3645844e-06,3.718873e-06,2.8984505e-07,1.874796e-06,1.9658182e-07,4.7036156e-07,2.4003966e-06,4.5337947e-07,6.7320507e-06,4.181973e-06,3.1830568e-06,3.5738485e-06,2.719462e-06,5.513866e-07,3.9543083e-06,6.8303634e-06,2.3083267e-06,2.4505425e-08,1.9222934e-06,4.8721704e-06,1.4216785e-06,2.3373723e-06,6.0275634e-06,4.12151e-06,8.862553e-07,3.0006777e-06,5.3003023e-06,3.0314113e-06,3.194058e-06,4.9666414e-06,3.1729287e-06,8.695497e-07,4.8305083e-06,1.5210389e-06,4.0525338e-06,1.3858808e-06,3.53175e-08,5.1599636e-07,1.8752908e-06,4.2683678e-07,4.6718924e-07
L2665_2,4.3208274e-06,1.3326353e-06,2.0738662e-06,2.241577e-07,6.8499794e-06,2.0383013e-06,1.6495178e-06,2.6835041e-06,4.948233e-07,1.9358704e-06,1.7209095e-07,7.092749e-07,2.439585e-06,4.300382e-07,5.7181023e-06,3.5531411e-06,2.14616e-06,3.344714e-06,1.868073e-06,7.397757e-07,3.0672381e-06,6.681046e-06,1.6500853e-06,5.017646e-07,1.8308929e-06,4.2121974e-06,1.037537e-06,2.2514432e-06,4.792717e-06,3.2103853e-06,5.8778096e-07,2.3382017e-06,4.036934e-06,2.49609e-06,2.7646165e-06,4.2234606e-06,2.5977206e-06,4.906324e-07,3.830617e-06,6.384362e-07,3.6514975e-06,1.7842831e-06,4.8356014e-07,1.6180275e-07,1.6955746e-06,3.31318e-07,4.0244777e-07
L2677_1,1.8225983e-06,8.997158e-07,7.443741e-07,6.936898e-08,2.6223133e-06,1.0313379e-06,4.6697096e-08,3.0458614e-07,2.9450166e-07,1.0327494e-06,1.6475678e-07,1.4446996e-06,1.607681e-06,4.189933e-07,1.2469391e-06,1.3885438e-06,8.855568e-07,1.7463317e-06,1.0401127e-06,7.9048914e-07,4.277099e-07,6.2633335e-06,1.9547588e-07,3.7273858e-06,7.96761e-07,1.7089187e-06,1.664157e-07,9.53587e-07,4.209869e-07,3.4357072e-07,3.9552106e-07,2.495508e-07,1.9987056e-07,8.7334774e-07,1.0463409e-06,1.477325e-06,6.754126e-07,1.2405799e-06,2.739107e-07,3.8385042e-07,6.3632615e-07,1.9055005e-06,1.5230908e-06,1.824621e-06,5.337788e-07,1.0186341e-09,1.2392411e-07
L2678_1,6.46789e-07,3.321038e-07,6.767805e-07,1.9557774e-07,1.1683587e-06,2.9755756e-07,2.9822695e-07,6.27042e-07,7.064955e-08,1.6251579e-07,5.430484e-07,8.186471e-07,4.2190368e-07,1.5088881e-07,6.3741754e-07,8.188508e-07,5.8003934e-08,8.135539e-07,2.80721e-07,8.987263e-08,8.6342334e-07,3.1165691e-06,1.4460238e-07,2.3949833e-06,1.5733531e-07,8.1860344e-07,1.0768417e-09,2.7165515e-07,5.8548176e-07,4.0922896e-07,2.1744927e-07,2.819288e-07,6.1625906e-07,5.6992576e-07,4.2007014e-07,5.773327e-07,3.7786958e-07,6.96542e-07,4.4841727e-07,9.5082214e-08,1.2158271e-06,2.2821769e-07,1.7714046e-07,1.8978608e-07,1.1398515e-07,5.5501005e-08,9.176438e-08
L2678_2,3.1701347e-07,3.3104152e-07,1.9965228e-07,2.8958311e-08,4.6221248e-07,2.3299071e-07,2.3080793e-07,2.533343e-07,7.740164e-08,2.2756285e-07,5.8830483e-07,9.694922e-07,6.196933e-07,1.4851685e-07,4.471367e-07,3.293826e-07,9.5178257e-07,4.2932515e-07,1.1844386e-06,3.5317498e-07,6.450864e-08,3.2914977e-06,3.27389e-07,3.2160024e-06,4.6449713e-08,3.1469972e-07,2.50453e-07,2.9845978e-08,7.2187686e-07,3.8514554e-07,4.053727e-07,2.663146e-07,5.565671e-07,1.8256833e-07,1.2249802e-07,1.018343e-07,7.270137e-08,1.1775264e-06,6.118935e-07,6.771297e-07,8.8220986e-07,6.384653e-07,7.3546835e-07,1.0026124e-06,1.3272802e-07,4.2797183e-08,2.4985638e-08
L2678_3,8.440111e-10,3.9210136e-07,2.5655027e-07,7.975905e-08,1.9840081e-07,1.7030106e-07,9.40272e-07,1.2806559e-06,2.807792e-07,2.8805516e-07,2.2262975e-07,1.2065575e-06,6.5860513e-07,1.2539385e-07,1.4534744e-06,2.947054e-07,1.980632e-06,2.0184962e-07,2.0292791e-06,5.400361e-07,9.4473944e-07,3.1431991e-06,9.80479e-07,3.7382706e-06,4.436879e-08,3.403111e-07,6.31655e-07,1.1526572e-07,1.9473227e-06,1.2891833e-06,7.0160604e-07,9.2377013e-07,1.8102146e-06,3.4867844e-07,3.0374213e-07,6.3568586e-07,6.4347114e-07,1.5535625e-06,1.6041304e-06,1.5528203e-06,4.842441e-07,1.0336516e-06,1.2503151e-06,1.6751583e-06,3.1114905e-07,1.3761746e-07,3.9261067e-08
L2681_1,4.2380416e-06,1.3003591e-07,2.810324e-06,2.9982766e-07,7.46781e-06,1.5359255e-06,4.007714e-06,6.0266466e-06,4.3120235e-07,9.0827234e-07,1.0089716e-06,2.6175985e-06,1.255481e-06,2.34053e-07,9.105075e-06,3.986177e-06,7.145223e-06,2.8816285e-06,7.0278766e-06,6.397604e-07,5.454407e-06,1.6632257e-06,4.2766333e-06,9.587209e-06,1.9420404e-06,4.958536e-06,2.8036302e-06,2.4385517e-06,9.465439e-06,6.3849147e-06,2.6588677e-06,4.667905e-06,8.553208e-06,3.2871612e-06,3.4585828e-06,5.8236765e-06,4.332338e-06,4.6415953e-06,7.906347e-06,5.896203e-06,5.948823e-07,1.0036165e-06,2.7477508e-06,4.184083e-06,2.344721e-06,6.6967914e-07,5.5192504e-07
L2682_1,3.360398e-05,2.085697e-06,2.1496322e-05,2.0926818e-06,5.8810692e-05,1.2668781e-05,2.8789509e-05,4.349556e-05,2.7818605e-06,7.89389e-06,6.8154186e-06,1.6909093e-05,1.3077632e-05,2.7553178e-06,6.6812616e-05,3.0495226e-05,4.9845316e-05,2.320623e-05,4.8547518e-05,2.9904768e-06,3.990112e-05,2.475921e-06,3.088964e-05,6.305892e-05,1.5260652e-05,3.8153958e-05,2.04416e-05,1.8364284e-05,6.797444e-05,4.6235044e-05,1.9038096e-05,3.3997e-05,6.159488e-05,2.4933368e-05,2.6473776e-05,4.432816e-05,3.2376032e-05,3.1280797e-05,5.7143625e-05,4.0472485e-05,7.3639676e-06,4.758127e-06,1.7603394e-05,2.7379021e-05,1.7451122e-05,4.910864e-06,4.2831525e-06
L2687_1,4.4387343e-07,1.8655555e-08,4.2785905e-07,3.6270649e-09,8.600218e-07,1.0259828e-07,7.33613e-07,1.0106523e-06,1.9514118e-07,4.8392394e-08,6.288974e-08,3.9822407e-07,5.0858944e-09,3.167588e-08,1.2553792e-06,7.3152114e-07,1.1446537e-06,2.3014218e-07,1.123004e-06,8.911229e-08,9.044161e-07,9.795258e-08,5.7158104e-07,9.657706e-07,2.5301415e-07,7.0574606e-07,5.10081e-07,9.6719305e-08,1.4213474e-06,9.748182e-07,3.7785867e-07,7.368508e-07,1.3628123e-06,5.291513e-07,4.8680886e-07,7.817689e-07,6.1048195e-07,5.259535e-07,1.1451084e-06,3.8305006e-07,1.6912054e-06,4.1291787e-07,6.391747e-07,8.851239e-07,2.3578468e-07,1.2223245e-07,1.0654185e-07
L2687_2,2.7621354e-08,1.3395947e-07,1.14789145e-07,6.7848305e-09,1.8788342e-08,5.160655e-08,2.3137545e-09,1.6303602e-07,1.4747093e-07,1.0276017e-07,5.7514626e-08,2.1523374e-07,2.8834256e-07,2.4451765e-07,3.6030178e-07,1.8250284e-07,2.816305e-07,2.437464e-07,2.2468521e-07,2.4673318e-07,5.2570977e-07,1.607441e-08,1.5775913e-07,9.631913e-08,1.4085163e-07,2.7759597e-08,1.2501368e-07,3.0392766e-07,3.7941754e-07,1.775843e-07,2.2507083e-07,7.821836e-08,2.2030508e-07,5.7150828e-08,9.39599e-08,1.7768798e-07,1.9688741e-08,8.2609404e-08,2.5767622e-07,1.5638652e-06,1.1965931e-06,5.3893018e-08,1.5532714e-07,2.980887e-07,3.9530278e-08,9.123687e-08,7.90169e-09
L2696_1,6.9894304e-07,1.1426164e-07,9.861978e-07,1.0477379e-07,1.4401157e-06,1.4227408e-07,1.5077676e-06,2.1790183e-06,4.2545435e-07,1.1404336e-07,8.473726e-07,4.4282933e-07,4.4936314e-08,5.347829e-08,2.1179585e-06,1.3377576e-06,2.1729356e-06,5.041511e-07,1.7208222e-06,3.847672e-07,1.8923165e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
L2696_2,3.5218545e-07,5.759648e-08,4.969479e-07,5.2779797e-08,7.256458e-07,7.1682734e-08,7.5974094e-07,1.0979857e-06,2.1439337e-07,5.7480065e-08,4.2696774e-07,2.2312452e-07,2.264278e-08,2.6950147e-08,1.0671793e-06,6.740447e-07,1.0949007e-06,2.5401823e-07,8.6707587e-07,1.9388972e-07,9.5351425e-07,3.5291305e-07,6.9667294e-07,4.4386252e-07,9.643554e-08,7.1428076e-07,4.037429e-07,9.074574e-08,1.300461e-06,9.663054e-07,3.038149e-07,7.0183887e-07,1.3389363e-06,5.80083e-07,4.6195055e-07,7.9756137e-07,6.141636e-07,3.6743586e-07,1.0505755e-06,9.3277777e-07,4.555477e-07,4.151807e-07,5.3878466e-07,7.043709e-07,1.8885476e-07,1.00029865e-07,6.968912e-08
L270_1,2.932211e-08,6.9048838e-09,3.8184226e-08,2.6338967e-08,5.4424163e-09,5.5588316e-09,1.0841177e-09,1.3664248e-08,2.0801963e-08,1.9703293e-08,1.2951205e-09,2.8398063e-08,4.5707566e-08,1.1597876e-08,2.5633199e-08,7.406925e-09,1.4231773e-08,2.0540028e-08,1.1132215e-08,2.1304004e-08,3.1381205e-08,5.3754775e-08,1.7113052e-08,6.693881e-09,1.29584805e-08,2.6091584e-08,3.384048e-08,2.2460881e-08,7.458584e-08,9.4092684e-08,1.7767888e-08,2.1806045e-08,7.923518e-09,1.2209057e-08,1.2972305e-07,1.0664371e-07,5.820766e-10,2.6811904e-08,4.2877218e-08,1.7294951e-08,1.31258275e-08,1.648732e-08,3.2676326e-08,4.0832674e-08,9.8283635e-08,9.153155e-09,8.28004e-09
L2725_2,8.8848174e-07,2.1391315e-07,6.931077e-07,2.6222551e-08,1.621811e-06,2.5270856e-07,8.076022e-07,1.1571683e-06,1.97615e-08,1.7441926e-07,2.673769e-07,1.03987986e-07,4.2293686e-07,4.665344e-08,1.7118582e-06,1.119799e-06,1.239503e-06,6.5771746e-07,1.1213997e-06,2.7532224e-08,1.4126126e-06,8.290226e-07,8.647912e-07,2.6944326e-07,2.9508374e-07,1.0403164e-06,5.164766e-07,3.100431e-07,1.7775747e-06,1.212291e-06,2.7226633e-07,8.25763e-07,1.677894e-06,7.574563e-07,6.282353e-07,9.924406e-07,7.939234e-07,3.4159166e-07,1.439359e-06,1.0160729e-06,8.4604835e-07,3.2485696e-07,6.6292705e-07,9.623764e-07,2.3981556e-07,1.2925011e-07,1.7284765e-07
L2730_1,2.9244402e-06,5.869515e-07,1.7059647e-06,3.138557e-07,4.8009824e-06,1.2844539e-06,2.1495798e-06,3.1817763e-06,4.1924068e-08,4.1492167e-06,1.4055404e-06,3.3750257e-07,9.838404e-07,2.1437882e-07,4.862086e-06,2.83384e-06,3.1570962e-06,2.0630978e-06,2.7739152e-06,3.3614924e-08,3.0747906e-06,2.9429648e-06,2.0703155e-06,1.7334241e-06,1.1333177e-06,3.2657554e-06,1.2188393e-06,1.3972749e-06,4.954127e-06,3.370209e-06,9.2321716e-07,2.4737383e-06,4.4751505e-06,2.2714376e-06,2.2515014e-06,3.5953562e-06,2.408895e-06,1.1532393e-06,3.9663137e-06,2.6305788e-06,1.8104765e-06,1.9987056e-07,7.2624243e-07,1.1665979e-06,1.3622921e-06,3.6979327e-07,2.6113412e-07
L2730_2,2.5188056e-06,7.0287206e-07,1.0908552e-06,2.104207e-07,3.918023e-06,1.2210076e-06,1.1303564e-06,1.7066268e-06,3.517489e-07,3.5895937e-06,1.5275218e-06,2.1675078e-08,1.0480944e-06,1.8146238e-07,3.431378e-06,1.9532017e-06,1.6725317e-06,1.755885e-06,1.5585465e-06,2.435845e-07,1.8149731e-06,2.7655478e-06,1.1314478e-06,9.116193e-07,1.0111617e-06,2.3621906e-06,6.7539804e-07,1.28791e-06,3.2032403e-06,2.0712614e-06,4.9659866e-07,1.5316546e-06,2.675406e-06,1.5158148e-06,1.6522099e-06,2.550165e-06,1.5940459e-06,6.3139305e-07,2.546396e-06,1.3149329e-06,1.2829842e-06,7.854178e-07,2.5509507e-08,1.9023719e-07,1.1142693e-06,2.3496978e-07,1.7102866e-07
L2775_1,8.085308e-07,5.7390025e-07,1.6369813e-07,3.355908e-07,1.7048087e-06,6.173768e-07,2.8242539e-08,1.0176609e-07,2.2624226e-07,1.3946837e-06,2.9292924e-06,5.385473e-06,2.127239e-06,1.5665446e-06,7.343462e-06,3.2577336e-06,1.4543766e-06,8.8930756e-07,1.9934196e-06,1.0633448e-07,2.486595e-07,3.05532e-07,1.635126e-07,2.497997e-05,1.2963264e-06,6.3662446e-07,3.0611045e-07,2.6008092e-07,8.891993e-07,1.1702923e-07,1.7950242e-07,3.424675e-07,4.97309e-07,3.1024047e-07,2.6873022e-07,3.0040337e-07,1.836288e-07,1.7971692e-05,2.2673285e-06,1.7643597e-06,1.3357596e-05,4.585978e-06,7.9318124e-07,1.1845113e-06,6.269038e-07,3.9850784e-07,1.00659236e-07
L2780_1,4.3486216e-07,2.3278735e-06,1.2831151e-07,4.6159766e-07,1.0698022e-06,6.1466926e-07,1.7838101e-07,2.6797352e-08,2.6217094e-07,6.5020213e-06,1.0931501e-05,1.111329e-05,4.286667e-06,1.6775593e-06,6.11374e-06,2.699664e-06,1.2588716e-06,5.917682e-07,1.51727e-06,1.6367994e-07,1.0320946e-07,7.6569995e-07,3.5181438e-07,4.165622e-05,5.0130257e-06,6.98059e-07,3.3451215e-07,6.7778456e-07,1.8233659e-06,2.9473085e-07,1.4995749e-07,3.4453114e-07,7.1605973e-07,1.0048825e-07,1.04995706e-07,2.5302506e-07,3.2678872e-07,2.5311496e-05,1.3298595e-06,2.0556763e-07,1.4369312e-05,4.6638506e-06,1.2524652e-07,1.0771873e-07,1.5896694e-07,1.5522892e-07,2.4863402e-07
L2780_2,7.550698e-07,2.4862456e-06,3.348905e-07,5.0610106e-07,1.7716447e-06,6.8870577e-07,6.2158506e-07,1.0262229e-06,1.0847725e-07,6.7797228e-06,1.085901e-05,1.16666415e-05,4.247362e-06,1.6632985e-06,7.2548937e-06,2.0299703e-06,2.3694593e-06,8.400675e-07,2.4569308e-06,3.8868166e-08,9.641226e-07,6.219925e-07,1.1767552e-06,4.180413e-05,5.309179e-06,1.383647e-06,2.4439942e-08,7.216804e-07,3.1752716e-06,1.2406381e-06,2.640736e-07,1.1560987e-06,2.045439e-06,4.2559986e-07,6.626942e-07,1.1167867e-06,9.145224e-07,2.6981746e-05,2.9700605e-06,6.998598e-07,1.903596e-05,5.6282333e-06,1.2014716e-06,1.6209451e-06,5.156835e-07,1.903536e-07,1.4275429e-07
L2810_1,4.1651074e-06,3.5900157e-06,3.0638766e-06,4.5855995e-07,8.241739e-06,1.8430874e-06,2.78058e-06,4.569767e-06,4.6158675e-08,2.9845396e-06,1.976121e-05,2.1975662e-05,1.7824234e-05,3.4952536e-06,1.8444553e-05,2.8928625e-06,6.058195e-06,4.485133e-06,3.1622476e-06,1.1123484e-07,6.2601175e-06,6.7948713e-06,3.1655072e-06,6.8582245e-05,1.2514298e-05,4.9154623e-06,6.2427716e-07,2.9538642e-06,4.7730864e-06,5.206268e-06,2.7757487e-06,3.0756928e-06,5.8013247e-06,1.2127566e-06,3.6833226e-06,5.8777514e-06,3.8801227e-06,4.6478293e-05,5.4467237e-06,3.1106174e-06,3.138662e-05,1.29733235e-05,8.402276e-07,4.969188e-07,1.6468694e-06,5.0698873e-08,6.930786e-07
L2815_2,9.395881e-06,1.3856683e-05,1.2155389e-05,1.7669518e-06,3.2274518e-05,7.142313e-06,1.1257129e-05,1.836801e-05,3.3620745e-07,4.542782e-05,0.00014786352,9.282748e-05,0.00010435074,1.7964048e-05,7.334608e-05,1.2571458e-05,2.5056768e-05,1.8201303e-05,1.3540033e-05,2.454035e-07,2.6006019e-05,2.7429312e-05,1.3399869e-05,0.0002849861,5.9381826e-05,1.0307878e-05,2.939254e-06,1.1910452e-05,2.0461855e-05,2.1888874e-05,1.1503231e-05,1.3094163e-05,2.4664914e-05,5.469192e-06,1.5267637e-05,2.4450943e-05,1.6230857e-05,0.00018596486,3.077928e-05,,,,,,,,
L2825_1,4.876667e-06,1.7674174e-06,1.8341234e-06,1.7904676e-07,4.4838234e-06,9.353389e-07,1.9069994e-06,3.019668e-06,1.8594437e-07,4.755138e-05,9.226821e-05,8.0119935e-06,7.71864e-05,1.2960983e-05,8.490271e-06,5.678201e-06,2.463683e-06,7.7471486e-07,9.526557e-07,8.3091436e-08,1.370543e-06,9.896903e-07,7.839699e-07,2.4863082e-05,2.4649751e-05,3.8933824e-05,2.4828478e-07,3.4537516e-07,1.1679367e-06,9.291689e-07,3.3754623e-07,6.000919e-07,1.186927e-06,3.9830047e-07,5.23738e-07,8.363422e-07,6.086193e-07,3.3260148e-06,1.0890886e-05,2.6447015e-06,6.838626e-05,6.119815e-06,1.2023957e-06,2.1464075e-10,7.2421244e-08,5.246693e-08,7.0009264e-08
L283_1,1.7345883e-08,4.0381565e-09,2.2650056e-08,1.5723344e-08,3.3032848e-09,3.2960088e-09,4.3655746e-10,7.8143785e-09,1.2259989e-08,1.1918019e-08,5.3842086e-10,1.6916601e-08,2.7248461e-08,6.9558155e-09,1.538865e-08,4.329195e-09,8.309144e-09,1.2194505e-08,6.6065695e-09,1.2507371e-08,1.86119e-08,3.203604e-08,1.0273652e-08,4.263711e-09,7.6470315e-09,1.5555997e-08,2.0132575e-08,1.3504177e-08,4.634785e-08,5.7989382e-08,1.0477379e-08,1.2885721e-08,4.7657522e-09,7.0795068e-09,7.928611e-08,6.573828e-08,2.2555469e-10,1.587614e-08,2.548768e-08,1.02591e-08,7.741619e-09,9.6988515e-09,1.9383151e-08,2.6542693e-08,6.069604e-08,5.4205884e-09,4.8457878e-09
L2850_1,1.11502595e-05,1.0936987e-05,1.0976102e-05,1.1816155e-06,2.72498e-05,5.7471916e-06,1.1186348e-05,1.7794082e-05,9.718351e-07,2.8079376e-05,1.2325123e-05,0.00013717497,9.062793e-05,3.8022874e-05,6.3264975e-05,8.013868e-05,1.9373838e-06,1.0515796e-05,9.296695e-06,2.6077032e-07,1.6195234e-05,1.5387777e-05,8.779112e-06,0.000287832,8.148397e-05,4.2102532e-05,1.9900035e-06,5.8219302e-06,1.1694967e-05,1.18493335e-05,5.9435843e-06,7.2737457e-06,1.3724901e-05,3.4393743e-06,7.953378e-06,1.28158135e-05,8.631381e-06,8.808763e-05,1.4508842e-06,9.942334e-06,0.00038252457,8.8534085e-05,4.503876e-06,8.754432e-07,4.4635963e-06,1.7951243e-07,1.8379651e-06
L2861_1,7.294235e-06,6.05057e-06,5.7264697e-06,6.100163e-07,1.1868076e-05,2.3044413e-06,5.572336e-06,8.023344e-06,5.647307e-07,1.7305138e-06,2.5449088e-05,1.703191e-05,1.4766119e-06,2.355082e-06,4.7809444e-06,1.0773889e-05,5.609705e-06,5.330192e-06,2.389541e-06,3.61586e-07,9.35141e-06,8.5030915e-06,4.689675e-06,6.496045e-05,1.4872057e-06,1.1671102e-05,1.245644e-06,1.6799895e-06,7.3323026e-06,6.6180946e-06,1.0932563e-06,4.42937e-06,8.595642e-06,7.604016e-06,4.645204e-06,7.3000556e-06,4.8510265e-06,2.1375017e-05,3.7667342e-06,4.6279165e-06,2.7523609e-05,2.1877931e-06,3.654277e-07,3.0728406e-06,6.473274e-07,3.9022416e-07,9.890064e-07
L2870_1,0.00017691916,1.9810628e-05,8.271448e-05,8.336268e-06,0.00022413908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2877_1,2.7286587e-06,4.6037894e-07,1.7140046e-06,3.2210664e-08,4.501162e-06,1.0505464e-06,1.5473925e-06,2.6130147e-06,6.09798e-08,9.3163544e-07,6.080081e-07,8.200295e-07,1.8322535e-06,3.5775156e-07,4.4681074e-06,2.6525377e-06,2.4901383e-06,2.210567e-06,2.3112298e-06,1.9017898e-07,2.7242422e-06,3.195477e-06,1.4452016e-06,6.3926564e-07,8.4770727e-07,2.8832e-06,5.868569e-07,1.6718041e-06,3.8052967e-06,2.9153452e-06,4.898975e-07,1.7613711e-06,3.3828983e-06,1.5387559e-06,1.5236801e-06,2.6136768e-06,1.939763e-06,2.951856e-07,3.2570679e-06,2.4170295e-06,1.9919898e-06,5.8566366e-07,2.7068018e-07,7.186609e-07,1.1473676e-06,1.8332503e-07,3.5821722e-07
L2880_1,9.903015e-07,7.1921386e-07,5.548354e-07,9.093492e-08,1.6201666e-06,4.1410385e-07,6.065384e-07,1.0152726e-06,1.8093851e-07,1.7505954e-07,3.5638514e-06,1.9238505e-06,1.3517274e-07,5.0691597e-07,5.5876444e-07,8.5325155e-07,8.292991e-07,5.986367e-07,8.0779137e-07,7.507333e-08,6.850896e-07,8.21281e-07,6.6755456e-07,1.0946591e-05,2.3719622e-08,1.2663804e-06,3.107707e-07,3.310197e-07,1.0202639e-06,8.5712963e-07,6.156333e-07,6.800692e-07,1.0846779e-06,9.4846473e-07,6.3986226e-07,1.1467564e-06,7.7333243e-07,5.2352552e-06,4.1488238e-07,7.38386e-07,5.222333e-06,7.6812285e-08,1.1134398e-07,4.8843503e-08,3.0621595e-07,3.216701e-08,4.831236e-08
L2880_2,3.04055e-07,7.338749e-07,1.4086254e-07,3.122841e-08,3.8023427e-07,2.1586311e-07,1.8946594e-07,3.3411197e-07,2.6264024e-07,1.7724233e-08,3.0013325e-06,1.5330952e-06,5.804468e-07,8.608404e-07,1.2438177e-06,3.456007e-07,8.4792555e-07,6.840128e-08,8.8024535e-07,4.0954183e-07,1.2031524e-06,8.5790816e-07,1.08833774e-07,9.457843e-06,7.2490366e-08,3.4903132e-07,8.931238e-09,3.4197365e-07,1.1384982e-06,4.236499e-07,5.896145e-07,9.844371e-08,5.850525e-07,2.629822e-07,2.3346365e-07,6.424816e-07,2.1234882e-07,4.5683337e-06,1.6370032e-06,5.0712333e-07,2.9120274e-06,2.6541238e-07,1.1243828e-06,1.7833663e-06,8.987263e-08,1.07822416e-07,2.3003304e-07
L2881_1,8.5173175e-05,6.0994178e-05,5.8331527e-05,7.811934e-06,0.00014589448,3.2693148e-05,6.250013e-05,9.790249e-05,4.873611e-06,3.9248727e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L289_1,4.4317858e-08,1.0411895e-08,5.7742e-08,3.9872248e-08,8.250936e-09,8.411007e-09,1.5861588e-09,2.059096e-08,3.1439413e-08,2.9853254e-08,1.906301e-09,4.2971806e-08,6.917253e-08,1.7564162e-08,3.8817234e-08,1.1204975e-08,2.1515007e-08,3.108289e-08,1.6843842e-08,3.2210664e-08,4.7468347e-08,8.132338e-08,2.5909685e-08,1.0200893e-08,1.9579602e-08,3.9501174e-08,5.1200914e-08,3.3993274e-08,1.12951966e-07,1.4247053e-07,2.6870111e-08,3.2981916e-08,1.2019882e-08,1.8415449e-08,1.9639265e-07,1.6151171e-07,8.5128704e-10,4.0541636e-08,6.487244e-08,2.617162e-08,1.983426e-08,2.4912879e-08,4.9411028e-08,6.196933e-08,1.4888064e-07,1.3831595e-08,1.2514647e-08
