Link,Length,Coef,aux,Link_id,Length_,Leak_id
L727,26.82,0.00188,0,L727,26.82,Leak_3257
L727,166.33,0.00188,1,L727_1,139.51,Leak_3258
L728,5.26,0.00019,0,L728,5.26,Leak_3259
L729,3.81,0.000051,0,L729,3.81,Leak_3260
L732,17.02,0.00108,0,L732,17.02,Leak_3261
L732,40.79,0.00092,1,L732_1,23.77,Leak_3262
L732,97.09,0.00107,2,L732_2,56.3,Leak_3263
L733,40.52,0.00104,0,L733,40.52,Leak_3264
L735,89.52,0.00186,0,L735,89.52,Leak_3265
L736,31.06,0.00169,0,L736,31.06,Leak_3266
L736,52.24,0.00529,1,L736_1,21.18,Leak_3267
L737,78.9,0.00152,0,L737,78.9,Leak_3268
L739,57.13,0.000073,0,L739,57.13,Leak_3269
L74,186.57,0.00427,0,L74,186.57,Leak_3270
L741,30.74,0.00025,0,L741,30.74,Leak_3271
L741,33.27,0.00026,1,L741_1,2.53,Leak_3272
L744,6.33,0.0012,0,L744,6.33,Leak_3273
L747,51.42,0.00136,0,L747,51.42,Leak_3274
L75,57.68,0.0016,0,L75,57.68,Leak_3275
L750,2.14,0.000004,0,L750,2.14,Leak_3276
L751,8.25,0.00015,0,L751,8.25,Leak_3277
L752,15.64,0.00118,0,L752,15.64,Leak_3278
L753,4.46,0.00022,0,L753,4.46,Leak_3279
L755,46.78,0.00082,0,L755,46.78,Leak_3280
L755,53.34,0.00079,1,L755_1,6.56,Leak_3281
L756,74.27,0.00208,0,L756,74.27,Leak_3282
L756,79.65,0.04013,1,L756_1,5.38,Leak_3283
L758,11.83,0.00055,0,L758,11.83,Leak_3284
L758,32.66,0.00056,1,L758_1,20.83,Leak_3285
L759,14.75,0.00015,0,L759,14.75,Leak_3286
L759,39.46,0.00015,1,L759_1,24.71,Leak_3287
L76,1.26,0.00044,0,L76,1.26,Leak_3288
L761,84.16,0.00027,0,L761,84.16,Leak_3289
L761,90.96,0.00022,1,L761_1,6.8,Leak_3290
L762,94.19,0.00362,0,L762,94.19,Leak_3291
L763,1.8,0.00138,0,L763,1.8,Leak_3292
L763,86.39,0.0013,1,L763_1,84.59,Leak_3293
L763,129.51,0.00144,2,L763_2,43.12,Leak_3294
L764,23.38,0.00017,0,L764,23.38,Leak_3295
L766,64.12,0.00103,0,L766,64.12,Leak_3296
L766,129.34,0.00098,1,L766_1,65.22,Leak_3297
L767,17.61,0.00022,0,L767,17.61,Leak_3298
L768,0.71,0.00041,0,L768,0.71,Leak_3299
L768,25.81,0.00036,1,L768_1,25.1,Leak_3300
L769,0.01,0.00041,0,L769,0.01,Leak_3301
L77,22.98,0.00081,0,L77,22.98,Leak_3302
L77,34.39,0.00067,1,L77_1,11.41,Leak_3303
L770,99.77,0.00256,0,L770,99.77,Leak_3304
L770,103.59,0.00281,1,L770_1,3.82,Leak_3305
L773,88.89,0.00277,0,L773,88.89,Leak_3306
L774,10.57,0.00169,0,L774,10.57,Leak_3307
L774,17.32,0.0018,1,L774_1,6.75,Leak_3308
L775,8.87,0.00059,0,L775,8.87,Leak_3309
L775,11.99,0.01646,1,L775_1,3.12,Leak_3310
L776,4.53,0.000078,0,L776,4.53,Leak_3311
L777,14.41,0.00057,0,L777,14.41,Leak_3312
L777,47.57,0.0006,1,L777_1,33.16,Leak_3313
L778,0.47,0.0002,0,L778,0.47,Leak_3314
L778,2.43,0.00021,1,L778_1,1.96,Leak_3315
L779,68.08,0.0021,0,L779,68.08,Leak_3316
L78,82.77,0.00087,0,L78,82.77,Leak_3317
L78,88.24,0.00092,1,L78_1,5.47,Leak_3318
L78,169.98,0.00081,2,L78_2,81.74,Leak_3319
L780,2.04,0.00053,0,L780,2.04,Leak_3320
L781,9.76,0.00092,0,L781,9.76,Leak_3321
L781,17.42,0.00078,1,L781_1,7.66,Leak_3322
L781,56.59,0.00077,2,L781_2,39.17,Leak_3323
L783,47.67,0.00161,0,L783,47.67,Leak_3324
L784,15.95,0.00039,0,L784,15.95,Leak_3325
L786,44.23,0.00011,0,L786,44.23,Leak_3326
L786,90.8,0.00012,1,L786_1,46.57,Leak_3327
L786,151.83,0.00011,2,L786_2,61.03,Leak_3328
L787,1,0.00009,0,L787,1,Leak_3329
L788,3.41,0.000039,0,L788,3.41,Leak_3330
L790,65.24,0.00207,0,L790,65.24,Leak_3331
L791,5.04,0.00026,0,L791,5.04,Leak_3332
L792,3.15,0.0002,0,L792,3.15,Leak_3333
L793,11.12,0.00033,0,L793,11.12,Leak_3334
L794,2.12,0.00151,0,L794,2.12,Leak_3335
L796,6.64,0.00016,0,L796,6.64,Leak_3336
L798,1.44,0.00016,0,L798,1.44,Leak_3337
L799,4.86,0.00028,0,L799,4.86,Leak_3338
L799,11.77,0.00026,1,L799_1,6.91,Leak_3339
L8,53.36,0.00019,0,L8,53.36,Leak_3340
L80,98.66,0.00274,0,L80,98.66,Leak_3341
L80,123.56,0.00272,1,L80_1,24.9,Leak_3342
L802,70.29,0.00181,0,L802,70.29,Leak_3343
L803,53.98,0.0022,0,L803,53.98,Leak_3344
L805,21.58,0.00052,0,L805,21.58,Leak_3345
L807,4.67,0.00011,0,L807,4.67,Leak_3346
L808,67.91,0.00242,0,L808,67.91,Leak_3347
L808,87,0.00246,1,L808_1,19.09,Leak_3348
L809,42.68,0.00088,0,L809,42.68,Leak_3349
L809,93.54,0.00086,1,L809_1,50.86,Leak_3350
L81,104.84,0.00304,0,L81,104.84,Leak_3351
L811,67.1,0.0014,0,L811,67.1,Leak_3352
L812,56.71,0.00131,0,L812,56.71,Leak_3353
L812,127.37,0.00136,1,L812_1,70.66,Leak_3354
L812,185.47,0.00147,2,L812_2,58.1,Leak_3355
L813,9.11,0.000062,0,L813,9.11,Leak_3356
L813,10.92,0.000065,1,L813_1,1.81,Leak_3357
L814,12.13,0.00345,0,L814,12.13,Leak_3358
L815,34.16,0.00112,0,L815,34.16,Leak_3359
L816,10.38,0.00338,0,L816,10.38,Leak_3360
L817,65.79,0.00116,0,L817,65.79,Leak_3361
L819,0.2,0.00018,0,L819,0.2,Leak_3362
L819,3.11,0.00016,1,L819_1,2.91,Leak_3363
L821,2.36,0.00014,0,L821,2.36,Leak_3364
L822,6.29,0.0005,0,L822,6.29,Leak_3365
L822,36.65,0.00053,1,L822_1,30.36,Leak_3366
L822,59.72,0.00052,2,L822_2,23.07,Leak_3367
L825,51.05,0.00247,0,L825,51.05,Leak_3368
L828,13.65,0.0002,0,L828,13.65,Leak_3369
L828,24.97,0.00021,1,L828_1,11.32,Leak_3370
L83,6.91,0.00019,0,L83,6.91,Leak_3371
L83,17.43,0.00017,1,L83_1,10.52,Leak_3372
L830,8.78,0.000003,0,L830,8.78,Leak_3373
L832,7.13,0.00028,0,L832,7.13,Leak_3374
L833,85.11,0.00086,0,L833,85.11,Leak_3375
L833,92.66,0.00085,1,L833_1,7.55,Leak_3376
L834,10.63,0.00027,0,L834,10.63,Leak_3377
L835,30.56,0.00073,0,L835,30.56,Leak_3378
L835,124.79,0.00103,1,L835_1,94.23,Leak_3379
L835,125.79,0.00082,2,L835_2,1,Leak_3380
L835,135.16,0.00069,3,L835_3,9.37,Leak_3381
L836,87.61,0.00252,0,L836,87.61,Leak_3382
L836,123.5,0.00311,1,L836_1,35.89,Leak_3383
L837,19.39,0.00056,0,L837,19.39,Leak_3384
L838,72.73,0.00141,0,L838,72.73,Leak_3385
L838,124.01,0.00158,1,L838_1,51.28,Leak_3386
L839,9.6,0.00027,0,L839,9.6,Leak_3387
L84,40.24,0.00159,0,L84,40.24,Leak_3388
L840,1.76,0.00067,0,L840,1.76,Leak_3389
L840,40.03,0.00071,1,L840_1,38.27,Leak_3390
L841,9.15,0.00074,0,L841,9.15,Leak_3391
L842,24.2,0.00035,0,L842,24.2,Leak_3392
L842,34.68,0.0004,1,L842_1,10.48,Leak_3393
L843,22.86,0.00045,0,L843,22.86,Leak_3394
L843,46.46,0.00038,1,L843_1,23.6,Leak_3395
L844,36.46,0.0016,0,L844,36.46,Leak_3396
L844,72.59,0.01771,1,L844_1,36.13,Leak_3397
L846,8.25,0.00013,0,L846,8.25,Leak_3398
L847,5.4,0.00105,0,L847,5.4,Leak_3399
L848,1.71,0.0002,0,L848,1.71,Leak_3400
L85,1.34,0.00096,0,L85,1.34,Leak_3401
L85,47.07,0.00111,1,L85_1,45.73,Leak_3402
L85,79.54,0.00092,2,L85_2,32.47,Leak_3403
L850,82.7,0.00232,0,L850,82.7,Leak_3404
L851,69.37,0.00344,0,L851,69.37,Leak_3405
L851,144.61,0.00307,1,L851_1,75.24,Leak_3406
L852,94.42,0.0022,0,L852,94.42,Leak_3407
L852,126.74,0.00203,1,L852_1,32.32,Leak_3408
L852,142.74,0.00202,2,L852_2,16,Leak_3409
L854,7.99,0.05853,0,L854,7.99,Leak_3410
L856,34.86,0.00115,0,L856,34.86,Leak_3411
L856,56.44,0.00117,1,L856_1,21.58,Leak_3412
L856,218.74,0.00104,2,L856_2,162.3,Leak_3413
L857,8.86,0.00024,0,L857,8.86,Leak_3414
L857,40.32,0.00028,1,L857_1,31.46,Leak_3415
L858,7.58,0.00039,0,L858,7.58,Leak_3416
L858,46.27,0.00039,1,L858_1,38.69,Leak_3417
L859,0.97,0.000068,0,L859,0.97,Leak_3418
L86,16.88,0.01379,0,L86,16.88,Leak_3419
L86,76.56,0.00161,1,L86_1,59.68,Leak_3420
L860,7.04,0.00246,0,L860,7.04,Leak_3421
L863,6.9,0.00026,0,L863,6.9,Leak_3422
L864,16.39,0.00101,0,L864,16.39,Leak_3423
L866,61.42,0.002,0,L866,61.42,Leak_3424
L867,0.76,0.00022,0,L867,0.76,Leak_3425
L868,1.78,0.000079,0,L868,1.78,Leak_3426
L869,43.55,0.0008,0,L869,43.55,Leak_3427
L87,35.05,0.00255,0,L87,35.05,Leak_3428
L87,170.21,0.00271,1,L87_1,135.16,Leak_3429
L871,1.02,0.000002,0,L871,1.02,Leak_3430
L872,34.95,0.00117,0,L872,34.95,Leak_3431
L873,9.45,0.00026,0,L873,9.45,Leak_3432
L874,11.72,0.00016,0,L874,11.72,Leak_3433
L874,13.74,0.00014,1,L874_1,2.02,Leak_3434
L875,39.28,0.00206,0,L875,39.28,Leak_3435
L876,196.24,0.0011,0,L876,196.24,Leak_3436
L876,241.97,0.00131,1,L876_1,45.73,Leak_3437
L877,186.39,0.00963,0,L877,186.39,Leak_3438
L878,4.84,0.00023,0,L878,4.84,Leak_3439
L878,9.61,0.00024,1,L878_1,4.77,Leak_3440
L879,17.46,0.00069,0,L879,17.46,Leak_3441
L88,5.25,0.00072,0,L88,5.25,Leak_3442
L880,3.37,0.00036,0,L880,3.37,Leak_3443
L882,8.7,0.00013,0,L882,8.7,Leak_3444
L883,26.17,0.00062,0,L883,26.17,Leak_3445
L884,5.85,0.00083,0,L884,5.85,Leak_3446
L884,119.11,0.00087,1,L884_1,113.26,Leak_3447
L884,230.37,0.00086,2,L884_2,111.26,Leak_3448
L884,249.36,0.00083,3,L884_3,18.99,Leak_3449
L885,37.78,0.0012,0,L885,37.78,Leak_3450
L886,19.06,0.00171,0,L886,19.06,Leak_3451
L886,23.71,0.00173,1,L886_1,4.65,Leak_3452
L887,5.46,0.000094,0,L887,5.46,Leak_3453
L888,18.85,0.00136,0,L888,18.85,Leak_3454
L889,10.09,0.0003,0,L889,10.09,Leak_3455
L889,21.78,0.00034,1,L889_1,11.69,Leak_3456
L891,19.3,0.00056,0,L891,19.3,Leak_3457
L891,63.05,0.0006,1,L891_1,43.75,Leak_3458
L892,4.89,0.00017,0,L892,4.89,Leak_3459
L892,12.53,0.00016,1,L892_1,7.64,Leak_3460
L894,29.06,0.00038,0,L894,29.06,Leak_3461
L895,4.44,0.00038,0,L895,4.44,Leak_3462
L896,1.41,0.00014,0,L896,1.41,Leak_3463
L897,2.89,0.00019,0,L897,2.89,Leak_3464
L899,1.52,0.000045,0,L899,1.52,Leak_3465
L90,30.96,0.00079,0,L90,30.96,Leak_3466
L90,53.83,0.00065,1,L90_1,22.87,Leak_3467
L900,29.96,0.00047,0,L900,29.96,Leak_3468
L902,16.2,0.00055,0,L902,16.2,Leak_3469
L902,43.56,0.00052,1,L902_1,27.36,Leak_3470
L903,11.48,0.0004,0,L903,11.48,Leak_3471
L904,18,0.00067,0,L904,18,Leak_3472
L904,59.45,0.00067,1,L904_1,41.45,Leak_3473
L905,131.35,0.00369,0,L905,131.35,Leak_3474
L906,74.54,0.00174,0,L906,74.54,Leak_3475
L906,234.01,0.00187,1,L906_1,159.47,Leak_3476
L906,328.91,0.00179,2,L906_2,94.9,Leak_3477
L906,399.96,0.00196,3,L906_3,71.05,Leak_3478
L906,664.57,0.00205,4,L906_4,264.61,Leak_3479
L907,7.66,0.00025,0,L907,7.66,Leak_3480
L909,3.06,0.00001,0,L909,3.06,Leak_3481
L91,5.33,0.000092,0,L91,5.33,Leak_3482
L91,6.92,0.000086,1,L91_1,1.59,Leak_3483
L910,72.11,0.00203,0,L910,72.11,Leak_3484
L912,338.88,0.00364,0,L912,338.88,Leak_3485
L912,401.22,0.0034,1,L912_1,62.34,Leak_3486
L912,432.7,0.00343,2,L912_2,31.48,Leak_3487
L912,489.28,0.00324,3,L912_3,56.58,Leak_3488
L913,57.45,0.00291,0,L913,57.45,Leak_3489
L913,120.66,0.00305,1,L913_1,63.21,Leak_3490
L913,461.79,0.00271,2,L913_2,341.13,Leak_3491
L913,651.84,0.00271,3,L913_3,190.05,Leak_3492
L913,770.59,0.00287,4,L913_4,118.75,Leak_3493
L913,829.04,0.00292,5,L913_5,58.45,Leak_3494
L914,130.77,0.00258,0,L914,130.77,Leak_3495
L916,0.92,0.00213,0,L916,0.92,Leak_3496
L916,15.46,0.00205,1,L916_1,14.54,Leak_3497
L917,4.17,0.00116,0,L917,4.17,Leak_3498
L918,39.95,0.0038,0,L918,39.95,Leak_3499
L92,6.76,0.00011,0,L92,6.76,Leak_3500
L92,64.95,0.00011,1,L92_1,58.19,Leak_3501
L92,82.69,0.0001,2,L92_2,17.74,Leak_3502
L920,122.13,0.00514,0,L920,122.13,Leak_3503
L920,396.43,0.00545,1,L920_1,274.3,Leak_3504
L921,7.57,0.00118,0,L921,7.57,Leak_3505
L921,150.77,0.00129,1,L921_1,143.2,Leak_3506
L923,0.97,0.00035,0,L923,0.97,Leak_3507
L924,26.6,0.00054,0,L924,26.6,Leak_3508
L926,90.12,0.00108,0,L926,90.12,Leak_3509
L926,97.07,0.00114,1,L926_1,6.95,Leak_3510
L926,207.3,0.00097,2,L926_2,110.23,Leak_3511
L926,224.77,0.00114,3,L926_3,17.47,Leak_3512
L926,308.33,0.00105,4,L926_4,83.56,Leak_3513
L927,55.45,0.00882,0,L927,55.45,Leak_3514
L93,52.36,0.00101,0,L93,52.36,Leak_3515
L930,178.1,0.00268,0,L930,178.1,Leak_3516
L930,185.73,0.0027,1,L930_1,7.63,Leak_3517
L930,321.34,0.00312,2,L930_2,135.61,Leak_3518
L931,98.28,0.00109,0,L931,98.28,Leak_3519
L931,230.6,0.001,1,L931_1,132.32,Leak_3520
L931,369.03,0.00105,2,L931_2,138.43,Leak_3521
L932,9.27,0.00206,0,L932,9.27,Leak_3522
L934,12.25,0.0005,0,L934,12.25,Leak_3523
L935,141.75,0.00286,0,L935,141.75,Leak_3524
L937,0.13,0.00023,0,L937,0.13,Leak_3525
L938,7.13,0.00072,0,L938,7.13,Leak_3526
L938,13.67,0.00081,1,L938_1,6.54,Leak_3527
L938,66.29,0.00081,2,L938_2,52.62,Leak_3528
L939,10.22,0.00045,0,L939,10.22,Leak_3529
L94,2.18,0.00069,0,L94,2.18,Leak_3530
L940,13.97,0.00048,0,L940,13.97,Leak_3531
L947,29.66,0.00101,0,L947,29.66,Leak_3532
L948,35.48,0.0021,0,L948,35.48,Leak_3533
L948,40.28,0.04449,1,L948_1,4.8,Leak_3534
L949,9.41,0.00051,0,L949,9.41,Leak_3535
L949,129.53,0.00054,1,L949_1,120.12,Leak_3536
L951,35.99,0.00212,0,L951,35.99,Leak_3537
L953,1.95,0.02854,0,L953,1.95,Leak_3538
L953,3.43,0.0002,1,L953_1,1.48,Leak_3539
L954,6.28,0.000004,0,L954,6.28,Leak_3540
L954,10.37,0.000004,1,L954_1,4.09,Leak_3541
L957,11.01,0.0004,0,L957,11.01,Leak_3542
L957,30.7,0.00036,1,L957_1,19.69,Leak_3543
L958,37.91,0.00057,0,L958,37.91,Leak_3544
L958,39.84,0.00047,1,L958_1,1.93,Leak_3545
L959,77.08,0.04281,0,L959,77.08,Leak_3546
L96,34.2,0.00081,0,L96,34.2,Leak_3547
L960,3.2,0.000063,0,L960,3.2,Leak_3548
L962,66.75,0.00029,0,L962,66.75,Leak_3549
L962,162.23,0.00035,1,L962_1,95.48,Leak_3550
L963,45.69,0.00037,0,L963,45.69,Leak_3551
L963,46.03,0.00042,1,L963_1,0.34,Leak_3552
L964,4.51,0.000045,0,L964,4.51,Leak_3553
L965,37.14,0.00059,0,L965,37.14,Leak_3554
L965,122.04,0.00054,1,L965_1,84.9,Leak_3555
L965,217.94,0.00052,2,L965_2,95.9,Leak_3556
L966,17.28,0.00044,0,L966,17.28,Leak_3557
L966,21.03,0.00048,1,L966_1,3.75,Leak_3558
L969,85.26,0.00085,0,L969,85.26,Leak_3559
L969,246.15,0.00091,1,L969_1,160.89,Leak_3560
L97,4.03,0.00035,0,L97,4.03,Leak_3561
L970,2.28,0.000001,0,L970,2.28,Leak_3562
L971,20.16,0.00027,0,L971,20.16,Leak_3563
L971,49.57,0.00024,1,L971_1,29.41,Leak_3564
L972,3.42,0.00027,0,L972,3.42,Leak_3565
L974,0.47,0.00012,0,L974,0.47,Leak_3566
L975,2.31,0.000033,0,L975,2.31,Leak_3567
L976,36.24,0.00123,0,L976,36.24,Leak_3568
L977,2.62,0.000072,0,L977,2.62,Leak_3569
L979,81.39,0.00129,0,L979,81.39,Leak_3570
L980,1.54,0.000023,0,L980,1.54,Leak_3571
L981,24.83,0.000089,0,L981,24.83,Leak_3572
L981,27.34,0.000089,1,L981_1,2.51,Leak_3573
L984,4.51,0.0002,0,L984,4.51,Leak_3574
L988,88.58,0.00087,0,L988,88.58,Leak_3575
L988,105.2,0.00078,1,L988_1,16.62,Leak_3576
L989,5.56,0.00001,0,L989,5.56,Leak_3577
L989,13.03,0.000011,1,L989_1,7.47,Leak_3578
L99,166.02,0.00589,0,L99,166.02,Leak_3579
L990,0.66,0.00041,0,L990,0.66,Leak_3580
L990,3.09,0.0004,1,L990_1,2.43,Leak_3581
L991,3.82,0.0002,0,L991,3.82,Leak_3582
L992,20.64,0.00041,0,L992,20.64,Leak_3583
L993,12.63,0.05642,0,L993,12.63,Leak_3584
L995,30.1,0.00124,0,L995,30.1,Leak_3585
L995,126.94,0.00139,1,L995_1,96.84,Leak_3586
L995,129.99,0.00129,2,L995_2,3.05,Leak_3587
L997,5.64,0.00019,0,L997,5.64,Leak_3588
L998,24.09,0.00112,0,L998,24.09,Leak_3589
L999,3.46,0.0001,0,L999,3.46,Leak_3590
