,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L2880_2,9.723881e-07,4.4404442e-07,1.431763e-07,6.012124e-08,2.8932118e-07,4.777248e-07,5.5292185e-07,6.162736e-08,9.805808e-08,7.235649e-07,1.3657409e-06,6.395203e-07,1.8347055e-07,8.73988e-08,1.0338408e-07,7.136914e-07,7.2885086e-06,7.031522e-06,3.1741365e-07,1.5732076e-07,4.2166357e-07,7.5595744e-07,1.0766962e-07,6.584014e-08,5.410475e-07,4.919275e-07,6.1765604e-07,8.782081e-09,4.0133455e-07,7.52123e-07,3.8635335e-07,1.4467514e-07,1.2032979e-07,1.2645614e-08,3.5348785e-07,2.153538e-07,9.866999e-07,1.2729943e-06,7.930066e-08,2.3718894e-07,3.6501297e-07,1.0037111e-06
L289_1,6.6713255e-07,1.2567034e-07,2.024608e-07,1.0272197e-07,2.1724554e-07,1.2999226e-07,3.929017e-10,1.1470547e-07,1.542503e-09,3.3032848e-08,1.2092642e-07,1.8793799e-08,6.813207e-08,9.677024e-09,2.264569e-07,1.8231367e-07,3.7136488e-08,9.9294994e-08,1.09066605e-07,2.625602e-07,1.2550299e-07,3.3470133e-07,6.815317e-07,3.2592652e-07,3.4029654e-08,6.7666406e-10,1.4429679e-07,1.8349238e-07,5.509355e-08,1.2716919e-07,4.238973e-08,3.0573574e-08,7.612107e-08,1.54796e-07,7.0765964e-08,8.811185e-08,1.0753865e-08,1.5656406e-07,2.7117494e-08,4.52128e-08,1.5810656e-08,2.3896428e-07
L290_1,1.1166485e-06,9.260839e-08,3.2966636e-07,1.6565173e-07,3.5000267e-07,2.0929292e-07,6.7666406e-10,1.8778519e-07,3.1286618e-10,5.3216354e-08,1.945591e-07,3.0340743e-08,1.09408575e-07,1.5621481e-08,3.6467827e-07,2.939123e-07,5.945185e-08,1.5944534e-07,1.7548882e-07,4.2268948e-07,2.0271546e-07,4.8026413e-07,1.0087388e-06,4.783069e-07,4.9236405e-08,9.822543e-10,2.3112807e-07,2.9386865e-07,8.807547e-08,2.0408334e-07,7.115159e-08,4.8916263e-08,1.2245437e-07,2.4974725e-07,1.14392606e-07,1.4113903e-07,1.6581907e-08,2.513916e-07,4.425965e-08,7.224298e-08,2.5480404e-08,3.8490543e-07
L290_2,5.613547e-07,4.656613e-08,1.6571721e-07,8.328061e-08,1.7596176e-07,1.0521762e-07,3.4924597e-10,9.4412826e-08,1.6007107e-10,2.6760972e-08,9.78107e-08,1.5257683e-08,5.4998964e-08,7.858034e-09,1.8333958e-07,1.4775287e-07,2.9889634e-08,8.015195e-08,8.8220986e-08,2.1248707e-07,1.0191434e-07,2.4143083e-07,5.071197e-07,2.4044857e-07,2.4752808e-08,4.8748916e-10,1.1619704e-07,1.4773832e-07,4.4274202e-08,1.0259828e-07,3.5775884e-08,2.4592737e-08,6.156188e-08,1.2554665e-07,5.750917e-08,7.094059e-08,8.3236955e-09,1.2638338e-07,2.2249878e-08,3.6314304e-08,1.2812961e-08,1.9348954e-07
L2986_1,1.4374498e-05,6.3418993e-06,4.4128683e-06,4.688889e-06,1.1486758e-05,1.4171586e-05,3.308014e-05,1.5179045e-05,8.617353e-07,4.877773e-06,7.9119345e-06,1.2508535e-06,3.8054714e-06,9.023061e-06,1.6863603e-05,8.374744e-06,3.796129e-06,7.0162932e-06,4.7106587e-06,1.3976649e-05,5.606853e-07,6.788905e-06,1.4321995e-05,1.4100864e-05,7.8667654e-08,2.6458001e-06,4.9527735e-06,1.4609104e-05,3.1111995e-08,6.414775e-07,5.197944e-07,2.9609655e-06,5.896087e-06,1.0112417e-06,6.390328e-06,9.920739e-06,2.0914536e-05,2.6522524e-05,6.5819477e-06,1.894022e-05,2.8179755e-05,2.4425448e-05
L2986_2,1.4395977e-05,7.452647e-06,4.6862115e-06,4.584028e-06,1.2462871e-05,1.4783407e-05,3.5716337e-05,1.6200385e-05,8.758507e-07,4.455709e-06,7.931463e-06,1.7868879e-06,3.411289e-06,1.0187185e-05,1.8520106e-05,8.911127e-06,4.7178473e-06,7.884082e-06,5.9808663e-06,1.5752215e-05,7.383933e-07,6.445014e-06,1.5443104e-05,1.5255471e-05,2.7794158e-07,2.3644534e-06,3.9688894e-06,1.4741818e-05,1.7983257e-07,4.6848436e-07,2.6868656e-07,3.000343e-06,7.233786e-06,4.2220927e-07,5.1854004e-06,1.0794698e-05,2.2195309e-05,2.8218754e-05,7.273542e-06,2.0628911e-05,2.9342016e-05,2.471899e-05
L2989_1,3.6150916e-05,5.3730328e-06,5.009817e-06,1.3334968e-05,1.0849035e-05,2.746185e-05,3.6335026e-05,2.0868902e-05,1.846638e-06,2.2394757e-05,2.2030785e-05,9.663752e-06,1.9433908e-05,1.9213185e-06,1.2299686e-05,1.1628319e-05,8.6502405e-06,2.6820344e-06,9.976502e-06,1.791236e-05,1.721899e-06,2.3747387e-05,1.4123565e-05,1.3305806e-05,8.486968e-06,1.556438e-05,3.3692224e-05,3.2132957e-05,1.8814462e-06,2.7259346e-05,6.8343943e-06,7.336377e-06,1.3059878e-05,3.3109856e-05,4.2369415e-05,9.641459e-06,3.2869168e-05,3.321335e-05,5.799229e-07,1.5762285e-05,5.25387e-05,6.057939e-05
L2989_2,2.0526e-05,6.4593623e-06,3.2782555e-07,3.1212694e-06,9.638607e-06,1.3933692e-05,2.2468274e-05,1.0531745e-05,7.007038e-06,1.4112156e-05,2.9130897e-05,1.4163437e-05,1.5936384e-05,3.5176636e-06,1.1463824e-05,1.0303222e-05,4.8404327e-06,5.8679725e-06,1.9936648e-05,1.690915e-05,3.922032e-06,6.3574407e-06,6.8467343e-06,7.539813e-06,6.753311e-06,8.644594e-06,9.238371e-06,1.7206185e-06,9.815674e-06,1.5467522e-06,5.635491e-06,5.955808e-07,5.386886e-06,2.5962945e-06,9.0269605e-06,5.157257e-06,3.0387251e-05,4.200742e-05,5.3455587e-06,1.4084275e-05,2.1830434e-05,2.9298826e-05
L2989_3,3.730209e-05,5.6053977e-08,2.1407031e-06,3.9212173e-06,4.020985e-06,7.699651e-06,1.0480289e-05,5.7247235e-06,4.2276224e-06,1.0673888e-05,2.4596346e-05,6.287708e-06,9.495765e-06,3.7276186e-06,7.2731636e-06,6.2620966e-06,3.0190567e-06,7.4881827e-06,1.6944425e-05,1.47412065e-05,5.866401e-06,3.0228402e-06,4.1884487e-06,4.8852526e-06,8.085393e-06,7.996219e-06,2.3235334e-06,1.0626565e-05,8.2889455e-06,3.2392563e-06,4.5379275e-06,1.9582803e-06,4.7030626e-06,1.0430813e-05,2.140773e-05,5.372567e-08,2.6104448e-05,3.294606e-05,2.1103187e-06,7.189752e-06,4.233385e-06,1.6371545e-05
L2989_4,4.2568892e-05,7.3387055e-06,3.8163853e-06,5.5225682e-06,3.549154e-06,2.1004817e-06,1.19252945e-05,3.568537e-06,4.0836167e-06,1.2166856e-05,2.4910027e-05,7.3100673e-06,6.755872e-06,2.6512425e-06,5.6002755e-06,3.259629e-08,8.177245e-06,1.4679099e-05,6.5776985e-06,5.9739687e-06,9.842857e-06,6.066053e-06,3.3892575e-06,2.7309288e-06,1.1156779e-05,9.019743e-06,2.0908192e-07,1.2384728e-05,5.313079e-06,1.2197415e-05,5.412614e-06,2.2822642e-06,2.429064e-06,3.8621365e-06,1.7686107e-05,9.469106e-06,1.5525846e-05,1.2581295e-05,3.824127e-06,6.631715e-06,1.2210396e-05,8.06374e-06
L3002_3,1.721317e-06,4.4552726e-06,1.3457029e-06,2.765737e-07,4.5648485e-06,2.6563066e-06,1.1116033e-05,4.2122265e-06,5.312031e-07,9.511132e-07,2.0332518e-06,1.8383435e-06,1.3344106e-06,4.4293993e-06,6.946939e-06,2.6310736e-06,3.1763338e-06,2.0477455e-06,1.8918945e-06,6.8527297e-06,3.8550934e-07,2.6504858e-07,4.894362e-06,4.9074006e-06,1.0511721e-06,8.798088e-07,3.5776757e-06,9.033829e-07,1.1282391e-06,4.0101877e-06,6.997725e-07,2.0142761e-07,5.7121215e-06,5.9422455e-06,5.14125e-06,3.27843e-06,6.0883176e-06,7.939903e-06,3.340101e-06,7.22846e-06,4.848611e-06,1.6567355e-06
L3003_1,1.6385966e-06,7.3792035e-07,1.4915713e-08,2.1464803e-07,2.5243207e-07,2.624438e-08,5.3482654e-07,3.1259697e-07,2.2839231e-07,2.9129296e-07,4.74829e-07,1.4425314e-07,1.4489342e-07,3.764435e-07,2.0976586e-08,3.7031714e-07,3.8520375e-07,2.679153e-07,7.9717574e-07,2.8170325e-07,2.3137545e-09,3.5497942e-07,1.8579885e-07,2.4633482e-07,3.0853698e-07,2.4733163e-07,1.3457611e-07,4.865942e-07,5.0683593e-07,2.7073838e-08,4.4202898e-07,1.00750185e-07,1.8001447e-07,2.6615453e-08,2.3985922e-07,2.559682e-07,5.0268136e-07,6.661867e-08,2.9614603e-07,6.9930684e-07,1.1898519e-06,6.383343e-07
L3003_2,6.522678e-07,2.6043563e-07,1.6568083e-07,1.2121745e-08,4.6437344e-07,2.7001806e-07,8.5448846e-07,2.9323564e-07,1.7020648e-07,2.2790482e-07,7.807903e-07,2.3683242e-08,4.8748916e-08,2.1845335e-07,5.45675e-07,3.3308606e-07,2.3428584e-08,2.9274815e-07,3.1130185e-07,9.287105e-07,4.0605664e-07,3.8868166e-07,4.436297e-07,3.9083534e-07,9.601354e-08,6.983464e-08,8.707866e-08,1.8588617e-07,1.8357969e-07,4.4630724e-08,9.917858e-08,4.540925e-08,4.889225e-07,4.3722684e-07,4.3293403e-07,7.470953e-08,7.3856063e-07,7.947674e-07,2.8560316e-07,6.0817547e-07,3.562527e-07,3.125242e-07
L3003_3,6.0437014e-07,1.2481469e-06,3.9832958e-07,9.468931e-08,1.2942619e-06,7.72794e-07,3.1159434e-06,1.1626398e-06,1.6721606e-07,1.8950959e-07,7.1736577e-07,4.652975e-07,4.0362647e-07,1.2387027e-06,1.9737781e-06,7.7905133e-07,8.5319334e-07,5.0362723e-07,3.9837323e-07,2.0238658e-06,2.2236782e-07,4.284084e-08,1.3954414e-06,1.371809e-06,2.3763278e-07,2.0470179e-07,9.927753e-07,2.6797352e-07,3.6870188e-07,1.0642398e-06,1.3038516e-07,6.429036e-08,1.6658305e-06,1.7151906e-06,1.5224359e-06,8.4150815e-07,1.7989078e-06,2.2975291e-06,9.96326e-07,2.0474981e-06,1.2781384e-06,4.5886554e-07
L3003_4,5.534821e-07,2.3013563e-06,6.464106e-07,2.0861626e-07,2.1792075e-06,1.3089448e-06,5.527414e-06,2.0896987e-06,1.6407284e-07,6.3453626e-07,6.499322e-07,9.361538e-07,7.820054e-07,2.3266184e-06,3.4966215e-06,1.254637e-06,1.7379207e-06,1.3526733e-06,1.1551165e-06,3.1917734e-06,2.6644557e-08,3.2589014e-07,2.4104665e-06,2.4179026e-06,5.933689e-07,4.9744267e-07,1.9584986e-06,3.5554694e-07,5.660695e-07,2.1513551e-06,3.7516293e-07,8.448842e-08,2.9208459e-06,3.0779192e-06,2.6842026e-06,1.6591512e-06,2.9296934e-06,3.897847e-06,1.7519633e-06,3.582376e-06,2.2612512e-06,6.150367e-07
L301_1,4.673784e-07,4.0367013e-08,1.4380203e-07,7.234485e-08,1.5345722e-07,9.108044e-08,5.660695e-09,8.205825e-08,3.5652192e-10,2.3166649e-08,8.477218e-08,1.3213139e-08,4.7693902e-08,6.8030204e-09,1.589433e-07,1.2810051e-07,2.5924237e-08,6.947812e-08,7.6484866e-08,1.843e-07,8.8439265e-08,2.3552275e-07,4.7236244e-07,2.2302993e-07,2.3210305e-08,4.3655746e-10,1.0115764e-07,1.2865348e-07,3.856985e-08,8.9232344e-08,3.012974e-08,2.172601e-08,5.3558324e-08,1.08957465e-07,4.9869413e-08,6.1801984e-08,7.4214768e-09,1.0990334e-07,1.9179424e-08,3.1621312e-08,1.1161319e-08,1.6807462e-07
L3032_1,3.9001927e-05,0.00010447856,3.198767e-05,1.3471115e-05,0.0001255963,0.00011036126,0.00031849975,0.00013922667,1.5511177e-05,1.3572164e-05,0.00010134699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3032_2,3.889436e-05,0.000102013815,3.1422358e-05,1.3212673e-05,0.00012345938,0.000109048095,0.00031274697,0.00013700314,1.5479978e-05,1.4524441e-05,0.00010131486,4.9431343e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3040_1,1.8518185e-06,1.9837957e-05,3.0040974e-06,9.143958e-06,1.365412e-05,2.6066555e-06,3.2712356e-05,1.1501543e-05,2.5534537e-06,1.7491111e-05,1.16835e-05,1.4642195e-05,1.979695e-05,1.8490537e-05,2.5151705e-05,6.931543e-06,1.5420548e-05,1.7482438e-05,1.676305e-05,1.7177721e-05,1.1120574e-06,2.0193926e-05,1.304422e-05,1.5098252e-05,1.0479591e-05,1.1705328e-05,2.5231624e-05,6.270653e-06,4.835718e-06,1.8126331e-05,1.3511337e-05,4.7590584e-06,2.420717e-05,3.0348194e-05,2.7492235e-05,8.488714e-06,4.8654038e-06,7.3857373e-06,1.1027383e-05,3.171846e-05,1.0812888e-05,7.0355018e-06
L3040_2,1.2356613e-06,1.770875e-05,2.5716145e-06,9.058393e-06,1.1450611e-05,1.3783574e-06,2.63103e-05,9.172334e-06,2.2402091e-06,1.596252e-05,1.0432152e-05,1.2952107e-05,1.8796505e-05,1.578941e-05,2.0810636e-05,5.529728e-06,1.2737059e-05,1.4311168e-05,1.3416284e-05,1.46100065e-05,7.5798016e-07,1.816923e-05,1.0554679e-05,1.2698933e-05,9.130134e-06,1.09848625e-05,2.3012457e-05,6.2287436e-06,4.1399617e-06,1.37682655e-05,1.1967495e-05,4.9813534e-06,2.1158077e-05,2.6308e-05,2.5303278e-05,4.9695955e-06,1.890352e-06,2.1702726e-06,8.93767e-06,2.719392e-05,6.955699e-06,7.803552e-06
L3040_3,6.741029e-07,1.5440892e-05,2.1110172e-06,8.967123e-06,9.19454e-06,1.4260877e-09,1.9475905e-05,6.6920475e-06,1.9071158e-06,1.4333316e-05,9.116542e-06,1.1134631e-05,1.7765153e-05,1.2895005e-05,1.617003e-05,4.0193554e-06,9.862502e-06,1.0934309e-05,9.833922e-06,1.1856435e-05,2.7485657e-06,1.5518774e-05,8.234405e-06,1.0169373e-05,7.56394e-06,1.0201678e-05,2.0735257e-05,6.2807812e-06,3.3360848e-06,9.7330485e-06,1.0414777e-05,4.7117355e-06,1.7708866e-05,2.2223918e-05,2.297174e-05,1.0868243e-06,1.110544e-06,2.9001094e-06,6.7786896e-06,2.2466062e-05,3.2344833e-06,8.6196815e-06
L3040_4,4.1452586e-07,1.2457778e-05,2.0658772e-06,8.416362e-06,6.802962e-06,1.4818215e-06,1.2178498e-05,4.034664e-06,1.4455e-06,1.2446952e-05,7.0634997e-06,8.717849e-06,1.65237e-05,9.776762e-06,1.1178199e-05,2.4019682e-06,6.797898e-06,7.396098e-06,6.004906e-06,9.282347e-06,5.4349075e-06,1.2985809e-05,5.3908734e-06,7.4288982e-06,6.019225e-06,9.3666895e-06,1.8772756e-05,6.88844e-06,2.6297348e-06,4.6380737e-06,8.8817615e-06,4.96555e-06,1.3532059e-05,1.7322716e-05,2.028048e-05,2.830784e-06,4.144851e-06,7.874129e-06,4.458183e-06,1.7595186e-05,5.296897e-07,9.444862e-06
L3040_5,5.480251e-07,1.0336109e-05,1.971639e-06,7.64383e-06,5.2421237e-06,2.3566827e-06,7.5103017e-06,2.7097121e-06,9.346695e-07,1.0734715e-05,5.4032425e-06,7.197639e-06,1.4783291e-05,7.5561984e-06,7.849449e-06,1.4088582e-06,4.5892375e-06,4.4810295e-06,3.493129e-06,7.319177e-06,6.5706263e-06,1.1347147e-05,3.5168778e-06,5.3472468e-06,5.0046365e-06,8.610194e-06,1.656136e-05,6.8865193e-06,2.0262087e-06,1.0160438e-06,7.91307e-06,5.176291e-06,1.0628544e-05,1.3774115e-05,1.768829e-05,5.0225935e-06,6.2256004e-06,1.0683783e-05,3.082445e-06,1.4116464e-05,2.1898013e-06,8.973584e-06
L3068_1,2.4093315e-06,1.1636876e-06,1.0210788e-06,2.2721943e-06,1.0852818e-06,1.2328383e-06,2.2379681e-06,1.3596145e-06,1.1492521e-06,1.3458775e-06,2.1805754e-06,1.092907e-06,4.512258e-07,4.7140056e-06,1.7726561e-06,2.7439091e-06,3.5930425e-06,2.2120657e-06,5.983922e-06,1.488952e-07,1.2611272e-06,2.3497269e-06,4.3395557e-06,4.592235e-06,2.157758e-07,1.4196848e-07,5.1916577e-06,1.2408127e-06,3.0580559e-06,1.6607228e-06,2.655026e-06,2.8889626e-06,3.508816e-06,4.703179e-06,3.975292e-06,1.3412791e-06,2.4037436e-06,2.2278982e-06,7.406343e-07,4.637812e-06,4.6528294e-06,3.4321565e-06
L3068_2,1.8035062e-06,8.7107765e-07,7.644994e-07,1.7008279e-06,8.1257895e-07,9.2282426e-07,1.6755075e-06,1.0178774e-06,8.603092e-07,1.0075164e-06,1.6323756e-06,8.182251e-07,3.3777906e-07,3.5288977e-06,1.3270765e-06,2.0539737e-06,2.6897178e-06,1.6558915e-06,4.479487e-06,1.1140946e-07,9.4401184e-07,1.7589191e-06,3.2486278e-06,3.4377445e-06,1.6164267e-07,1.0622898e-07,3.8864673e-06,9.2881965e-07,2.289249e-06,1.243141e-06,1.9875006e-06,2.1625892e-06,2.626679e-06,3.5207486e-06,2.9757502e-06,1.0040239e-06,1.7994898e-06,1.6678823e-06,5.5442797e-07,3.4719706e-06,3.4831464e-06,2.569228e-06
L3068_3,1.1668017e-06,5.637121e-07,4.946196e-07,1.1004449e-06,5.257898e-07,5.97036e-07,1.0841468e-06,6.586488e-07,5.5661076e-07,6.518385e-07,1.0561198e-06,5.294278e-07,2.1862797e-07,2.2832537e-06,8.586794e-07,1.3289391e-06,1.7403217e-06,1.0714575e-06,2.898334e-06,7.21775e-08,6.107439e-07,1.1380762e-06,2.1020533e-06,2.2244349e-06,1.0457006e-07,6.8714144e-08,2.5146292e-06,6.008777e-07,1.4812103e-06,8.0422615e-07,1.2859236e-06,1.399254e-06,1.6996637e-06,2.278015e-06,1.925364e-06,6.49743e-07,1.164357e-06,1.07917e-06,3.5879202e-07,2.2464374e-06,2.2536842e-06,1.6623817e-06
L3068_4,6.28148e-07,3.0346564e-07,2.6632915e-07,5.924376e-07,2.8306386e-07,3.214227e-07,5.836773e-07,3.5457197e-07,2.9968214e-07,3.50934e-07,5.6860154e-07,2.8504292e-07,1.17724994e-07,1.2292003e-06,4.6228524e-07,7.1545946e-07,9.369687e-07,5.768379e-07,1.5604019e-06,3.891182e-08,3.2878597e-07,6.1269384e-07,1.1316733e-06,1.1975644e-06,5.6315912e-08,3.7020072e-08,1.3538229e-06,3.2348908e-07,7.9741585e-07,4.3291948e-07,6.922928e-07,7.5332355e-07,9.1508264e-07,1.2264063e-06,1.036562e-06,3.4982804e-07,6.268965e-07,5.8102887e-07,1.9319123e-07,1.2094097e-06,1.2133096e-06,8.949137e-07
L3091_1,7.373019e-07,5.2698306e-07,3.433961e-07,3.5075936e-07,2.8168142e-07,1.542503e-09,4.7218055e-07,5.093898e-07,2.3163739e-07,7.984636e-08,1.755543e-07,2.614688e-07,7.7081495e-08,9.0902904e-07,5.0789095e-07,2.8518843e-07,5.4517295e-07,5.6400313e-07,1.137756e-06,1.01557816e-07,2.9671355e-08,3.277819e-07,8.169882e-07,9.920914e-07,2.3719622e-09,1.2200326e-07,7.791532e-07,1.4719262e-07,4.629983e-07,4.7408685e-07,4.1718886e-07,7.448398e-07,6.7290966e-07,6.38247e-07,4.9233495e-07,9.0760295e-08,5.769398e-07,5.214388e-07,7.552444e-08,9.984506e-07,1.124834e-06,7.5189746e-07
L3091_2,1.1849916e-06,7.926137e-07,4.7453796e-07,7.553899e-07,4.270987e-07,2.5198096e-07,7.0421083e-07,6.772316e-07,4.1261956e-07,3.571622e-07,5.759939e-07,4.071917e-07,1.626031e-07,1.6504346e-06,7.422059e-07,7.6252036e-07,1.1292432e-06,9.0031244e-07,2.0828593e-06,1.3348472e-07,2.306042e-07,7.5747084e-07,1.442866e-06,1.6635604e-06,5.820766e-08,1.0232907e-07,1.6779522e-06,4.562462e-07,9.2043774e-07,6.9648377e-07,8.567149e-07,1.1803204e-06,1.2296514e-06,1.442022e-06,1.2260862e-06,2.9760122e-07,8.7231456e-07,7.2148396e-07,1.7578714e-07,1.6794947e-06,1.7134589e-06,1.1126249e-06
L3095_2,7.758499e-06,4.8285583e-06,3.1911768e-06,3.5795383e-06,2.495828e-06,6.7520887e-07,4.2842003e-06,4.591886e-06,2.557761e-06,1.2405217e-06,1.957058e-06,2.5772024e-06,4.1082967e-07,8.93604e-06,4.5426423e-06,3.4063123e-06,5.575246e-06,4.8229704e-06,1.1949334e-05,9.08738e-07,9.807991e-07,3.9302977e-06,8.2365e-06,9.8050805e-06,9.9185854e-08,1.1818483e-06,8.718693e-06,1.8447172e-06,5.261856e-06,4.467438e-06,4.4490444e-06,6.9594244e-06,7.001101e-06,7.4160052e-06,6.2023755e-06,1.4967518e-06,5.489099e-06,5.0368253e-06,1.0625226e-06,9.559444e-06,1.0695308e-05,7.1845716e-06
L3097_1,3.4837285e-07,2.0617153e-07,1.0186341e-07,3.1350646e-07,1.1269003e-07,1.9633444e-07,1.7962884e-07,1.3050158e-07,1.4045509e-07,2.1449523e-07,3.0954834e-07,1.12864655e-07,6.589107e-08,5.745096e-07,1.8166611e-07,3.6967685e-07,4.521571e-07,2.605375e-07,7.3295087e-07,2.5087502e-08,1.5588012e-07,3.3294782e-07,4.8516085e-07,5.206675e-07,4.2899046e-08,1.4551915e-08,6.961636e-07,2.3946632e-07,3.5448465e-07,1.7345883e-07,3.4074765e-07,3.381865e-07,4.3143518e-07,6.22822e-07,5.685142e-07,1.596054e-07,2.2916356e-07,1.5588012e-07,7.7532604e-08,5.280599e-07,4.5727938e-07,2.8091017e-07
L3112_1,0.00068961456,0.00019274652,0.00021262094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3121_1,3.5454577e-06,6.254122e-07,1.9020226e-06,1.125678e-06,2.1924207e-06,1.1430529e-06,1.7899729e-06,1.5920086e-06,3.6874553e-07,2.8838986e-07,1.1176162e-06,1.2377859e-07,6.023911e-07,3.1344825e-08,2.1228334e-06,1.809618e-06,2.8288923e-07,7.6618744e-07,1.0188669e-06,2.2846507e-06,1.3536192e-06,4.938367e-06,9.433192e-06,4.3515465e-06,4.802423e-07,8.699135e-08,1.0384829e-06,1.3511162e-06,2.6702764e-07,1.09541e-06,1.4682882e-07,7.098424e-07,6.699993e-07,1.2262317e-06,4.0812301e-07,6.0306047e-07,3.0137016e-07,1.0943913e-06,5.571346e-07,3.0954834e-07,3.486639e-08,2.0295847e-06
L3121_2,9.2588016e-07,5.213078e-07,1.7145649e-06,1.1303055e-06,2.0269945e-06,9.3353447e-07,2.2085442e-06,1.4610996e-06,4.445319e-07,1.6822014e-07,9.055948e-07,1.086446e-07,6.3874177e-07,1.1763768e-07,1.9883155e-06,1.6180566e-06,3.3527613e-07,8.523639e-07,8.196221e-07,2.0314765e-06,1.3051613e-06,4.864123e-06,9.409152e-06,4.5015768e-06,4.755275e-07,8.6962245e-08,1.0085059e-06,1.1721859e-06,2.4097972e-07,1.0792864e-06,5.858601e-08,7.514609e-07,6.777118e-07,1.0301301e-06,3.2765092e-07,5.745096e-07,1.7529237e-07,9.712821e-07,5.3000986e-07,2.6234193e-07,1.2858072e-07,1.9051658e-06
L3128_2,5.0993985e-06,3.5722042e-07,1.5191617e-06,7.5780554e-07,1.7067068e-06,9.625801e-07,2.0423322e-06,9.994837e-07,1.3050158e-07,2.4412293e-07,8.9628156e-07,1.4156103e-07,5.0564995e-07,7.415656e-08,1.6861595e-06,1.3676472e-06,2.7380884e-07,7.347553e-07,8.1339385e-07,1.9525178e-06,9.4040297e-07,1.9092113e-07,2.8533395e-07,1.6577542e-07,1.792796e-08,4.3655746e-09,1.0032672e-06,1.2750388e-06,3.837049e-07,8.8114757e-07,3.350433e-07,1.8812716e-07,5.2980613e-07,1.0712538e-06,4.915637e-07,6.1345054e-07,7.991912e-08,1.0849908e-06,1.8067658e-07,3.1484524e-07,1.1117663e-07,1.6514678e-06
L3130_2,1.9923027e-06,1.398148e-07,5.9374725e-07,2.962479e-07,6.9240923e-07,3.7625432e-07,7.7611185e-07,4.1295425e-07,7.3428964e-08,9.5315045e-08,3.5014818e-07,5.532638e-08,1.9773142e-07,2.9132934e-08,6.5902714e-07,5.3536496e-07,1.07160304e-07,2.8731301e-07,3.1793024e-07,7.6318975e-07,3.6755227e-07,7.508788e-08,1.1123484e-07,6.4552296e-08,7.014023e-09,1.6880222e-09,3.92145e-07,4.982576e-07,1.4997204e-07,3.4453114e-07,1.3105455e-07,7.22066e-08,2.0579319e-07,4.185713e-07,1.9196887e-07,2.3990287e-07,3.1344825e-08,4.239555e-07,7.057679e-08,1.230801e-07,4.3481123e-08,6.452319e-07
L3130_3,1.432607e-06,1.0072836e-07,4.2672036e-07,2.1293818e-07,5.2221003e-07,2.704037e-07,5.374459e-07,3.1737727e-07,7.348717e-08,6.8423105e-08,2.514571e-07,3.9770384e-08,1.4225952e-07,2.1085725e-08,4.736503e-07,3.858877e-07,7.719791e-08,2.0668085e-07,2.2846507e-07,5.4856355e-07,2.6416092e-07,5.455513e-08,7.955532e-08,4.612957e-08,5.0931703e-09,1.2514647e-09,2.8173963e-07,3.579189e-07,1.0774238e-07,2.4781912e-07,9.438372e-08,5.243055e-08,1.4837133e-07,3.0077354e-07,1.3783574e-07,1.7251296e-07,2.2540917e-08,3.0461524e-07,5.0713425e-08,8.8475645e-08,3.131572e-08,4.635367e-07
L3130_4,8.625648e-07,6.087066e-08,2.5659392e-07,1.2812961e-07,3.4879486e-07,1.6253034e-07,2.9429793e-07,2.2008317e-07,7.360359e-08,4.102185e-08,1.5094702e-07,2.3923349e-08,8.568168e-08,1.299486e-08,2.8482464e-07,2.3357279e-07,4.6711648e-08,1.245644e-07,1.3732642e-07,3.2996468e-07,1.5890691e-07,3.3556717e-08,4.7308276e-08,2.7386704e-08,3.0559022e-09,7.712515e-10,1.6932609e-07,2.1493179e-07,6.472692e-08,1.4930265e-07,5.69853e-08,3.2261596e-08,8.987263e-08,1.8076389e-07,8.268398e-08,1.0391523e-07,1.3620593e-08,1.8304854e-07,3.0515366e-08,5.3216354e-08,1.891749e-08,2.785091e-07
L3143_1,5.0861854e-07,4.395406e-08,1.5668047e-07,7.8835e-08,1.6726699e-07,9.9185854e-08,5.980837e-09,8.954521e-08,5.311449e-10,2.5233021e-08,9.23319e-08,1.4391844e-08,5.1935785e-08,7.414201e-09,1.7313869e-07,1.3956742e-07,2.8216164e-08,7.564813e-08,8.3309715e-08,2.0077277e-07,9.639189e-08,2.5743793e-07,5.1620736e-07,2.4393375e-07,2.5385816e-08,4.802132e-10,1.10179826e-07,1.4012767e-07,4.2004103e-08,9.72359e-08,3.285095e-08,2.3850589e-08,5.8382284e-08,1.1883094e-07,5.4387783e-08,6.7309884e-08,8.010829e-09,1.1977681e-07,2.0976586e-08,3.4437107e-08,1.2165401e-08,1.832741e-07
