,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L711_1,3.0192314e-07,2.4127075e-07,5.541253e-06,7.680865e-06,3.915353e-05,5.4303528e-06,4.9246737e-06,3.756868e-06,4.3201726e-07,9.859676e-05
L726_1,1.8232095e-07,1.5013939e-07,2.3141183e-07,1.3570898e-06,2.1215237e-07,5.7341822e-08,5.543552e-08,9.429641e-08,8.192728e-08,1.3179815e-06
L727_1,4.817557e-07,5.7364523e-06,1.0127842e-06,3.5900594e-06,1.1294469e-06,4.946487e-07,8.2362385e-07,5.570764e-07,1.2562668e-07,1.2675737e-06
L732_1,9.0693356e-07,1.3031342e-05,3.1222444e-06,5.56506e-06,3.4188124e-06,2.0582956e-06,4.931382e-06,1.9547879e-06,1.4883699e-07,5.2418327e-06
L732_2,1.0365184e-06,1.2901204e-05,3.3005344e-06,6.690563e-06,3.6172569e-06,2.0921289e-06,4.8645743e-06,2.0270672e-06,7.888593e-08,4.015339e-06
L736_1,5.3619733e-06,1.8450315e-05,1.5425496e-05,2.0008301e-06,1.7991639e-05,1.2301491e-05,5.6616496e-05,1.1135591e-05,2.1385495e-06,
L755_1,1.4450052e-07,2.1720916e-05,3.5756966e-07,8.2544284e-07,3.79805e-07,3.5617268e-07,1.0711956e-06,2.787565e-07,1.5005935e-07,1.2088567e-05
L763_1,7.2199473e-06,4.7365174e-06,5.585025e-07,1.5609694e-06,5.943002e-07,1.8507126e-07,1.9495492e-06,2.875895e-07,8.770439e-08,4.2101616e-05
L763_2,6.9697635e-06,4.579677e-06,3.3421384e-07,3.1877644e-06,3.4367986e-07,1.5459227e-07,1.8387946e-06,2.0278821e-07,1.2594683e-08,
L766_1,6.6903885e-07,9.393727e-06,4.518777e-06,3.615627e-06,5.256152e-06,3.611669e-06,9.21078e-06,3.2088137e-06,6.5163476e-07,1.8566323e-05
L77_1,4.1643216e-07,3.3910328e-07,5.6330464e-07,3.9703737e-06,5.40429e-07,9.671203e-08,1.1039083e-07,2.332672e-07,2.1458254e-07,4.013389e-06
L770_1,2.1623215e-05,3.3760443e-06,8.922536e-06,4.824181e-05,9.665033e-06,3.5271514e-06,3.9117876e-05,4.9143564e-06,7.4203126e-07,0.0004086967
L774_1,3.7923746e-07,2.1073356e-07,3.1063973e-07,2.2686145e-06,3.485693e-07,4.2848114e-08,1.5375554e-07,1.1779048e-07,1.3937097e-07,2.9811126e-06
L78_1,1.2736564e-07,1.0367512e-07,1.7226557e-07,1.2141172e-06,1.6525883e-07,2.9584044e-08,3.3753167e-08,7.1340764e-08,6.5614586e-08,1.2273231e-06
L78_2,2.6193447e-07,2.1322194e-07,3.5424455e-07,2.496854e-06,3.398527e-07,6.083428e-08,6.944174e-08,1.466833e-07,1.3493991e-07,2.5240079e-06
L80_1,1.2992532e-06,1.0573422e-06,1.7567072e-06,1.2382807e-05,1.6855192e-06,3.016321e-07,3.4435652e-07,7.2759576e-07,6.6915527e-07,
L808_1,4.2357715e-07,4.28583e-07,1.5865662e-06,3.1484058e-05,7.794588e-07,1.9667204e-06,1.0180811e-05,9.170035e-07,4.4051558e-07,
L812_1,2.2148015e-07,1.4112447e-07,2.216766e-07,1.5865808e-06,2.4750625e-07,2.8652721e-08,7.993367e-08,8.258212e-08,1.01470505e-07,4.736289e-05
L812_2,4.521571e-07,2.8802606e-07,4.5238994e-07,3.2383396e-06,5.051843e-07,5.8484147e-08,1.6315607e-07,1.6854028e-07,2.0710286e-07,
L836_1,1.1752927e-06,9.0508547e-07,1.1278898e-06,5.800146e-06,9.51557e-07,2.4117617e-07,1.5716068e-07,2.5836925e-07,2.8713112e-07,
L85_1,3.1037052e-07,2.7313217e-07,3.9401493e-07,3.3047763e-06,3.828318e-07,7.2723196e-08,8.8293746e-08,1.8759602e-07,1.521621e-07,2.8479772e-06
L85_2,1.407243e-07,1.238368e-07,1.7864659e-07,1.4984253e-06,1.7357524e-07,3.2967364e-08,4.0039595e-08,8.504867e-08,6.8997906e-08,1.2912933e-06
L851_1,1.497785e-06,1.654771e-05,1.34938455e-05,5.7732395e-06,9.335927e-07,1.0523421e-05,2.2698077e-07,3.7172867e-07,2.7901842e-07,1.6779522e-06
L852_1,3.12466e-07,4.733336e-05,6.613409e-05,1.764718e-06,4.3979526e-07,3.5293466e-05,1.0646181e-07,1.5529804e-07,7.422932e-08,5.9146914e-06
L852_2,6.519913e-07,6.723052e-05,5.686583e-06,3.844958e-06,6.8216104e-07,2.4640882e-05,1.9087747e-07,2.925226e-07,7.5495336e-08,3.2542375e-06
L856_1,4.8350194e-07,3.8298458e-07,5.3754775e-07,2.9130897e-06,4.4091576e-07,1.7072307e-07,1.1026714e-07,1.8339779e-07,1.6392005e-07,2.786117e-06
L86_1,2.4163455e-07,2.1212327e-07,3.0532829e-07,,,,,,,
L87_1,4.1397288e-07,3.6404526e-07,5.2417454e-07,4.97757e-06,5.133479e-07,9.7439624e-08,1.1829252e-07,2.5131158e-07,2.0404696e-07,
L876_1,1.0373624e-06,5.82324e-07,7.501221e-07,4.3868495e-06,6.8837835e-07,2.519373e-07,1.401495e-07,2.3507164e-07,2.0836887e-07,3.8357102e-06
L886_1,6.105751e-06,4.7952635e-06,6.8689696e-06,2.097583e-05,3.1706877e-06,1.4929101e-06,8.3248597e-07,1.3887184e-06,1.2367964e-06,1.0568416e-05
L906_1,2.6784837e-05,0.0001443522,3.055716e-05,2.1968968e-05,1.1783093e-05,8.122623e-05,2.1334272e-05,2.9274262e-05,1.2354925e-05,0.000550624
L906_2,2.6507303e-05,0.00014425162,3.0877534e-05,1.9681174e-05,1.1427328e-05,8.129701e-05,2.1407846e-05,2.9403716e-05,1.2208242e-05,0.00055256905
L906_3,2.6243739e-05,0.00014416454,3.1183474e-05,1.7493498e-05,1.1087395e-05,8.136919e-05,2.148049e-05,2.952898e-05,1.2068544e-05,0.0005544638
L906_4,2.5955494e-05,0.00014408072,3.1520613e-05,1.5099067e-05,1.0716263e-05,8.145301e-05,2.1560118e-05,2.9666815e-05,1.1914875e-05,0.0005565644
L912_1,1.5027355e-05,0.0002309701,0.00016227434,,,,,,,
L912_2,1.4715362e-05,0.000231134,0.00016293814,4.0741637e-05,5.32344e-06,5.921116e-06,9.998679e-06,1.3519544e-05,5.6785066e-06,0.0002636714
L912_3,1.4407793e-05,0.00023130607,0.00016361172,,,,,,,
L913_1,1.0435702e-05,2.8510112e-06,9.718235e-06,6.570679e-05,1.06761e-05,2.8948998e-06,2.132845e-06,3.6148122e-06,3.6346028e-06,0.00029891927
L913_2,1.01823825e-05,2.6661437e-06,9.100884e-06,6.243086e-05,1.0202406e-05,2.7066562e-06,1.9924482e-06,3.3804681e-06,3.40736e-06,0.00030248566
L913_3,9.903335e-06,2.5026966e-06,8.554547e-06,5.924946e-05,9.700074e-06,2.540066e-06,1.8682331e-06,3.1726668e-06,3.2064272e-06,0.0003057674
L913_4,9.594136e-06,2.3411121e-06,8.011004e-06,5.5987504e-05,9.198673e-06,2.3734756e-06,1.7443672e-06,2.9654475e-06,3.0056108e-06,0.0003091112
L913_5,9.247684e-06,2.1699816e-06,7.435796e-06,5.2536838e-05,8.668401e-06,2.1973392e-06,1.6132835e-06,2.746121e-06,2.7933856e-06,0.00031269353
L916_1,6.145914e-06,1.3854005e-06,4.7531794e-06,3.39814e-05,5.6607532e-06,1.3929093e-06,1.0195654e-06,1.7446e-06,1.7923303e-06,0.00033011928
L920_1,1.9142317e-06,5.5316195e-07,1.8021092e-06,1.3107259e-05,2.3195462e-06,4.91229e-07,3.5851554e-07,6.1983883e-07,7.0937676e-07,
L930_2,2.383531e-06,2.966699e-07,2.067798e-06,1.8279185e-05,3.619003e-06,4.9914524e-07,4.0102168e-07,6.822229e-07,1.0256917e-06,
L995_1,2.2684108e-06,6.1490573e-06,5.227048e-08,1.6709964e-05,1.1953525e-06,4.2646425e-06,4.8498623e-07,1.2466917e-06,8.1473263e-07,
L995_2,2.48797e-06,6.2889303e-06,1.8562423e-07,1.5067577e-05,1.463748e-06,4.2391475e-06,4.3195905e-07,1.1600787e-06,9.2806295e-07,0.00012088078
